DSU,Parameter Set,Stage,N,E,ipf,ssf,shuffle,Score,Score Error
ParallelUnions/squashing:hist_end,3,0,1000000,16000000,0.1,0,true,2736,0
ParallelUnions/squashing,3,1,1000000,400,0.1,0.9999,true,2186022.591,287400.545
ParallelUnions/squashing:cross_node_read,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_read,3,1,1000000,400,0.1,0.9999,true,35411805.000,5924457.826
ParallelUnions/squashing:cross_node_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_read_success,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:global_data_read_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:same_set_requests_true,3,1,1000000,400,0.1,0.9999,true,3999589.500,2.739
ParallelUnions/squashing:same_set_requests_false,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:union_requests,3,1,1000000,400,0.1,0.9999,true,4000000.000,0.000
ParallelUnions/squashing:hist_begin,3,1,1000000,400,0.1,0.9999,true,2736,0
ParallelUnions/squashing:hist_end,3,1,1000000,400,0.1,0.9999,true,2772,0
ParallelUnions/squashing,3,2,1000000,400,0.1,0.9999,true,2188860.121,330750.289
ParallelUnions/squashing:cross_node_read,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_read,3,2,1000000,400,0.1,0.9999,true,6565006.667,1234628.729
ParallelUnions/squashing:cross_node_write,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_read_success,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_write,3,2,1000000,400,0.1,0.9999,true,1463420.000,315204.109
ParallelUnions/squashing:global_data_read_write,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:same_set_requests_true,3,2,1000000,400,0.1,0.9999,true,3999595.000,3.286
ParallelUnions/squashing:same_set_requests_false,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:union_requests,3,2,1000000,400,0.1,0.9999,true,4000000.000,0.000
ParallelUnions/squashing:hist_begin,3,2,1000000,400,0.1,0.9999,true,2772,0
ParallelUnions/squashing:hist_end,3,2,1000000,400,0.1,0.9999,true,2808,0
Adaptive2/squashing,3,0,1000000,16000000,0.1,0,true,893004.812,274188.500
Adaptive2/squashing:cross_node_read,3,0,1000000,16000000,0.1,0,true,35730645.333,4944920.080
Adaptive2/squashing:this_node_read,3,0,1000000,16000000,0.1,0,true,154173689.500,9883951.937
Adaptive2/squashing:cross_node_write,3,0,1000000,16000000,0.1,0,true,77683.167,605.211
Adaptive2/squashing:this_node_read_success,3,0,1000000,16000000,0.1,0,true,23025771.167,6249778.526
Adaptive2/squashing:this_node_write,3,0,1000000,16000000,0.1,0,true,922499.667,598.766
Adaptive2/squashing:global_data_read_write,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive2/squashing:same_set_requests_true,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive2/squashing:same_set_requests_false,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive2/squashing:union_requests,3,0,1000000,16000000,0.1,0,true,16000000.000,0.000
Adaptive2/squashing:hist_begin,3,0,1000000,16000000,0.1,0,true,2808,0
Adaptive2/squashing:hist_end,3,0,1000000,16000000,0.1,0,true,2844,0
Adaptive2/squashing,3,1,1000000,400,0.1,0.9999,true,991473.665,293510.917
Adaptive2/squashing:cross_node_read,3,1,1000000,400,0.1,0.9999,true,8981115.667,1171525.223
Adaptive2/squashing:this_node_read,3,1,1000000,400,0.1,0.9999,true,35125162.833,1601559.700
Adaptive2/squashing:cross_node_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/squashing:this_node_read_success,3,1,1000000,400,0.1,0.9999,true,5422751.167,1566617.441
Adaptive2/squashing:this_node_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/squashing:global_data_read_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/squashing:same_set_requests_true,3,1,1000000,400,0.1,0.9999,true,3999589.500,2.739
Adaptive2/squashing:same_set_requests_false,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/squashing:union_requests,3,1,1000000,400,0.1,0.9999,true,4000000.000,0.000
Adaptive2/squashing:hist_begin,3,1,1000000,400,0.1,0.9999,true,2844,0
Adaptive2/squashing:hist_end,3,1,1000000,400,0.1,0.9999,true,2880,0
Adaptive2/squashing,3,2,1000000,400,0.1,0.9999,true,1228413.710,212155.085
Adaptive2/squashing:cross_node_read,3,2,1000000,400,0.1,0.9999,true,3197396.500,556957.983
Adaptive2/squashing:this_node_read,3,2,1000000,400,0.1,0.9999,true,19178251.500,32876.035
Adaptive2/squashing:cross_node_write,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/squashing:this_node_read_success,3,2,1000000,400,0.1,0.9999,true,718209.833,87284.002
Adaptive2/squashing:this_node_write,3,2,1000000,400,0.1,0.9999,true,955683.667,95243.838
Adaptive2/squashing:global_data_read_write,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/squashing:same_set_requests_true,3,2,1000000,400,0.1,0.9999,true,3999595.000,3.286
Adaptive2/squashing:same_set_requests_false,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/squashing:union_requests,3,2,1000000,400,0.1,0.9999,true,4000000.000,0.000
Adaptive2/squashing:hist_begin,3,2,1000000,400,0.1,0.9999,true,2880,0
Adaptive2/squashing:hist_end,3,2,1000000,400,0.1,0.9999,true,2916,0
Adaptive3/squashing,3,0,1000000,16000000,0.1,0,true,911232.284,334079.181
Adaptive3/squashing:cross_node_read,3,0,1000000,16000000,0.1,0,true,37160872.500,6505801.829
Adaptive3/squashing:this_node_read,3,0,1000000,16000000,0.1,0,true,161099671.333,12549339.432
Adaptive3/squashing:cross_node_write,3,0,1000000,16000000,0.1,0,true,79898.333,1427.838
Adaptive3/squashing:this_node_read_success,3,0,1000000,16000000,0.1,0,true,24317984.167,6636682.157
Adaptive3/squashing:this_node_write,3,0,1000000,16000000,0.1,0,true,920287.000,1421.023
Adaptive3/squashing:global_data_read_write,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive3/squashing:same_set_requests_true,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive3/squashing:same_set_requests_false,3,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive3/squashing:union_requests,3,0,1000000,16000000,0.1,0,true,16000000.000,0.000
Adaptive3/squashing:hist_begin,3,0,1000000,16000000,0.1,0,true,2916,0
Adaptive3/squashing:hist_end,3,0,1000000,16000000,0.1,0,true,2952,0
Adaptive3/squashing,3,1,1000000,400,0.1,0.9999,true,542500.240,223622.491
Adaptive3/squashing:cross_node_read,3,1,1000000,400,0.1,0.9999,true,3877757.833,40737.761
Adaptive3/squashing:this_node_read,3,1,1000000,400,0.1,0.9999,true,32050614.500,1817646.385
Adaptive3/squashing:cross_node_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/squashing:this_node_read_success,3,1,1000000,400,0.1,0.9999,true,28169497.333,1848957.380
Adaptive3/squashing:this_node_write,3,1,1000000,400,0.1,0.9999,true,309884.500,9662.787
Adaptive3/squashing:global_data_read_write,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/squashing:same_set_requests_true,3,1,1000000,400,0.1,0.9999,true,3999589.500,2.739
Adaptive3/squashing:same_set_requests_false,3,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/squashing:union_requests,3,1,1000000,400,0.1,0.9999,true,4000000.000,0.000
Adaptive3/squashing:hist_begin,3,1,1000000,400,0.1,0.9999,true,2952,0
Adaptive3/squashing:hist_end,3,1,1000000,400,0.1,0.9999,true,2988,0
Adaptive3/squashing,3,2,1000000,400,0.1,0.9999,true,697699.978,218988.310
Adaptive3/squashing:cross_node_read,3,2,1000000,400,0.1,0.9999,true,2391076.667,8298.341
Adaptive3/squashing:this_node_read,3,2,1000000,400,0.1,0.9999,true,16162952.333,84096.992
Adaptive3/squashing:cross_node_write,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/squashing:this_node_read_success,3,2,1000000,400,0.1,0.9999,true,13769731.167,91840.179
Adaptive3/squashing:this_node_write,3,2,1000000,400,0.1,0.9999,true,1238061.000,27261.610
Adaptive3/squashing:global_data_read_write,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/squashing:same_set_requests_true,3,2,1000000,400,0.1,0.9999,true,3999595.000,3.286
Adaptive3/squashing:same_set_requests_false,3,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/squashing:union_requests,3,2,1000000,400,0.1,0.9999,true,4000000.000,0.000
Adaptive3/squashing:hist_begin,3,2,1000000,400,0.1,0.9999,true,2988,0
Adaptive3/squashing:hist_end,3,2,1000000,400,0.1,0.9999,true,3024,0
