DSU,N,E,interpairFraction,sameSetFraction,Score,Score Error
Adaptive/squashing:cross_node_write,1000000,4000000,0.100,0.600,71894.167,264.718
Adaptive/squashing:this_node_read_success,1000000,4000000,0.100,0.600,34596768.500,709276.499
Adaptive/squashing:this_node_write,1000000,4000000,0.100,0.600,2740054.500,322315.911
Adaptive/squashing:global_data_read_write,1000000,4000000,0.100,0.600,0.000,0.000
Adaptive/squashing:same_set_requests_true,1000000,4000000,0.100,0.600,4499350.000,61.407
Adaptive/squashing:same_set_requests_false,1000000,4000000,0.100,0.600,1500484.500,1853.170
Adaptive/squashing:union_requests,1000000,4000000,0.100,0.600,4000101.500,1892.381
AdaptiveLocks/squashing,1000000,4000000,0.100,0.600,688008.331,197126.399
AdaptiveLocks/squashing:cross_node_read,1000000,4000000,0.100,0.600,9535384.833,30671.959
AdaptiveLocks/squashing:this_node_read,1000000,4000000,0.100,0.600,45006265.833,1051910.095
AdaptiveLocks/squashing:cross_node_write,1000000,4000000,0.100,0.600,166877.667,360.350
AdaptiveLocks/squashing:this_node_read_success,1000000,4000000,0.100,0.600,35470881.000,1066312.248
AdaptiveLocks/squashing:this_node_write,1000000,4000000,0.100,0.600,3926438.333,469644.089
AdaptiveLocks/squashing:global_data_read_write,1000000,4000000,0.100,0.600,2999367.167,67.972
AdaptiveLocks/squashing:same_set_requests_true,1000000,4000000,0.100,0.600,4500372.833,175.726
AdaptiveLocks/squashing:same_set_requests_false,1000000,4000000,0.100,0.600,1499461.667,1816.686
AdaptiveLocks/squashing:union_requests,1000000,4000000,0.100,0.600,4000101.500,1892.381
LazyUnions/squashing,1000000,4000000,0.100,0.600,702431.318,109261.074
LazyUnions/squashing:cross_node_read,1000000,4000000,0.100,0.600,795271.333,3410.557
LazyUnions/squashing:this_node_read,1000000,4000000,0.100,0.600,44447874.833,231090.411
LazyUnions/squashing:cross_node_write,1000000,4000000,0.100,0.600,999705.000,10.826
LazyUnions/squashing:this_node_read_success,1000000,4000000,0.100,0.600,43652597.667,233411.280
LazyUnions/squashing:this_node_write,1000000,4000000,0.100,0.600,3917959.833,91349.343
LazyUnions/squashing:global_data_read_write,1000000,4000000,0.100,0.600,0.000,0.000
LazyUnions/squashing:same_set_requests_true,1000000,4000000,0.100,0.600,4499976.833,1870.008
LazyUnions/squashing:same_set_requests_false,1000000,4000000,0.100,0.600,1499857.667,91.740
LazyUnions/squashing:union_requests,1000000,4000000,0.100,0.600,4000101.500,1892.381
Usual,1000000,16000000,0.100,0.600,3497329.697,217560.543
Usual:cross_node_read,1000000,16000000,0.100,0.600,0.000,0.000
Usual:this_node_read,1000000,16000000,0.100,0.600,0.000,0.000
Usual:cross_node_write,1000000,16000000,0.100,0.600,0.000,0.000
Usual:this_node_read_success,1000000,16000000,0.100,0.600,0.000,0.000
Usual:this_node_write,1000000,16000000,0.100,0.600,0.000,0.000
Usual:global_data_read_write,1000000,16000000,0.100,0.600,0.000,0.000
Usual:same_set_requests_true,1000000,16000000,0.100,0.600,22500696.500,342.624
Usual:same_set_requests_false,1000000,16000000,0.100,0.600,1500647.500,1112.029
Usual:union_requests,1000000,16000000,0.100,0.600,15998656.000,786.530
SeveralDSU,1000000,16000000,0.100,0.600,3780589.737,412053.370
SeveralDSU:cross_node_read,1000000,16000000,0.100,0.600,0.000,0.000
SeveralDSU:this_node_read,1000000,16000000,0.100,0.600,0.000,0.000
SeveralDSU:cross_node_write,1000000,16000000,0.100,0.600,0.000,0.000
SeveralDSU:this_node_read_success,1000000,16000000,0.100,0.600,0.000,0.000
SeveralDSU:this_node_write,1000000,16000000,0.100,0.600,0.000,0.000
SeveralDSU:global_data_read_write,1000000,16000000,0.100,0.600,0.000,0.000
SeveralDSU:same_set_requests_true,1000000,16000000,0.100,0.600,22500829.167,177.902
SeveralDSU:same_set_requests_false,1000000,16000000,0.100,0.600,1500514.833,815.429
SeveralDSU:union_requests,1000000,16000000,0.100,0.600,15998656.000,786.530
ParallelUnions/halfing,1000000,16000000,0.100,0.600,3397109.967,337593.285
ParallelUnions/halfing:cross_node_read,1000000,16000000,0.100,0.600,1000071.833,9.847
ParallelUnions/halfing:this_node_read,1000000,16000000,0.100,0.600,80954281.333,2093717.301
ParallelUnions/halfing:cross_node_write,1000000,16000000,0.100,0.600,1999998.000,0.000
ParallelUnions/halfing:this_node_read_success,1000000,16000000,0.100,0.600,0.000,0.000
ParallelUnions/halfing:this_node_write,1000000,16000000,0.100,0.600,4618498.000,611889.728
ParallelUnions/halfing:global_data_read_write,1000000,16000000,0.100,0.600,2001304.667,171.811
ParallelUnions/halfing:same_set_requests_true,1000000,16000000,0.100,0.600,22500547.833,468.111
ParallelUnions/halfing:same_set_requests_false,1000000,16000000,0.100,0.600,1500796.167,1241.414
ParallelUnions/halfing:union_requests,1000000,16000000,0.100,0.600,15998656.000,786.530
Adaptive/halfing,1000000,16000000,0.100,0.600,895887.413,214907.607
Adaptive/halfing:cross_node_read,1000000,16000000,0.100,0.600,41750592.833,498934.407
Adaptive/halfing:this_node_read,1000000,16000000,0.100,0.600,165562886.167,1256277.237
Adaptive/halfing:cross_node_write,1000000,16000000,0.100,0.600,77721.667,427.563
Adaptive/halfing:this_node_read_success,1000000,16000000,0.100,0.600,123812293.333,757373.577
Adaptive/halfing:this_node_write,1000000,16000000,0.100,0.600,3524264.333,544541.039
Adaptive/halfing:global_data_read_write,1000000,16000000,0.100,0.600,0.000,0.000
Adaptive/halfing:same_set_requests_true,1000000,16000000,0.100,0.600,22500197.500,511.808
Adaptive/halfing:same_set_requests_false,1000000,16000000,0.100,0.600,1501146.500,1296.978
Adaptive/halfing:union_requests,1000000,16000000,0.100,0.600,15998656.000,786.530
AdaptiveLocks/halfing,1000000,16000000,0.100,0.600,878659.026,303968.058
AdaptiveLocks/halfing:cross_node_read,1000000,16000000,0.100,0.600,41262676.500,485743.162
AdaptiveLocks/halfing:this_node_read,1000000,16000000,0.100,0.600,164850334.667,1233178.801
AdaptiveLocks/halfing:cross_node_write,1000000,16000000,0.100,0.600,142108.667,164.023
AdaptiveLocks/halfing:this_node_read_success,1000000,16000000,0.100,0.600,123587658.167,747491.682
AdaptiveLocks/halfing:this_node_write,1000000,16000000,0.100,0.600,4207185.333,501061.611
AdaptiveLocks/halfing:global_data_read_write,1000000,16000000,0.100,0.600,3000375.833,119.775
AdaptiveLocks/halfing:same_set_requests_true,1000000,16000000,0.100,0.600,22501420.333,668.115
AdaptiveLocks/halfing:same_set_requests_false,1000000,16000000,0.100,0.600,1499923.667,1453.122
AdaptiveLocks/halfing:union_requests,1000000,16000000,0.100,0.600,15998656.000,786.530
LazyUnions/halfing,1000000,16000000,0.100,0.600,908812.376,296915.938
LazyUnions/halfing:cross_node_read,1000000,16000000,0.100,0.600,1620424.000,220363.464
LazyUnions/halfing:this_node_read,1000000,16000000,0.100,0.600,164847283.000,1220064.812
LazyUnions/halfing:cross_node_write,1000000,16000000,0.100,0.600,1000036.667,7.474
LazyUnions/halfing:this_node_read_success,1000000,16000000,0.100,0.600,163226845.167,999728.362
LazyUnions/halfing:this_node_write,1000000,16000000,0.100,0.600,4386571.667,497658.818
LazyUnions/halfing:global_data_read_write,1000000,16000000,0.100,0.600,0.000,0.000
LazyUnions/halfing:same_set_requests_true,1000000,16000000,0.100,0.600,22500360.833,336.812
LazyUnions/halfing:same_set_requests_false,1000000,16000000,0.100,0.600,1500983.167,451.564
LazyUnions/halfing:union_requests,1000000,16000000,0.100,0.600,15998656.000,786.530
ParallelUnions/squashing,1000000,16000000,0.100,0.600,3276430.418,357428.956
ParallelUnions/squashing:cross_node_read,1000000,16000000,0.100,0.600,1000075.500,7.635
ParallelUnions/squashing:this_node_read,1000000,16000000,0.100,0.600,79577327.667,1154029.848
ParallelUnions/squashing:cross_node_write,1000000,16000000,0.100,0.600,1999998.000,0.000
ParallelUnions/squashing:this_node_read_success,1000000,16000000,0.100,0.600,0.000,0.000
ParallelUnions/squashing:this_node_write,1000000,16000000,0.100,0.600,4363292.167,357248.932
ParallelUnions/squashing:global_data_read_write,1000000,16000000,0.100,0.600,2001353.000,191.241
ParallelUnions/squashing:same_set_requests_true,1000000,16000000,0.100,0.600,22500355.333,1340.062
ParallelUnions/squashing:same_set_requests_false,1000000,16000000,0.100,0.600,1500988.667,2125.523
ParallelUnions/squashing:union_requests,1000000,16000000,0.100,0.600,15998656.000,786.530
Adaptive/squashing,1000000,16000000,0.100,0.600,929509.245,277929.283
Adaptive/squashing:cross_node_read,1000000,16000000,0.100,0.600,40609079.167,159537.430
Adaptive/squashing:this_node_read,1000000,16000000,0.100,0.600,164685100.500,1010470.162
Adaptive/squashing:cross_node_write,1000000,16000000,0.100,0.600,74368.167,297.505
Adaptive/squashing:this_node_read_success,1000000,16000000,0.100,0.600,124076021.333,850953.609
Adaptive/squashing:this_node_write,1000000,16000000,0.100,0.600,3174709.500,426098.381
Adaptive/squashing:global_data_read_write,1000000,16000000,0.100,0.600,0.000,0.000
Adaptive/squashing:same_set_requests_true,1000000,16000000,0.100,0.600,22501398.000,803.739
Adaptive/squashing:same_set_requests_false,1000000,16000000,0.100,0.600,1499946.000,1589.703
Adaptive/squashing:union_requests,1000000,16000000,0.100,0.600,15998656.000,786.530
AdaptiveLocks/squashing,1000000,16000000,0.100,0.600,832066.883,318271.868
AdaptiveLocks/squashing:cross_node_read,1000000,16000000,0.100,0.600,40541167.667,80807.652
AdaptiveLocks/squashing:this_node_read,1000000,16000000,0.100,0.600,164572641.167,476494.706
AdaptiveLocks/squashing:cross_node_write,1000000,16000000,0.100,0.600,142247.000,337.645
AdaptiveLocks/squashing:this_node_read_success,1000000,16000000,0.100,0.600,124031473.500,395960.352
AdaptiveLocks/squashing:this_node_write,1000000,16000000,0.100,0.600,4086536.667,199835.688
AdaptiveLocks/squashing:global_data_read_write,1000000,16000000,0.100,0.600,3000312.333,79.334
AdaptiveLocks/squashing:same_set_requests_true,1000000,16000000,0.100,0.600,22500927.833,1523.584
AdaptiveLocks/squashing:same_set_requests_false,1000000,16000000,0.100,0.600,1500416.167,738.613
AdaptiveLocks/squashing:union_requests,1000000,16000000,0.100,0.600,15998656.000,786.530
LazyUnions/squashing,1000000,16000000,0.100,0.600,839386.372,334183.443
LazyUnions/squashing:cross_node_read,1000000,16000000,0.100,0.600,1973069.000,100389.794
LazyUnions/squashing:this_node_read,1000000,16000000,0.100,0.600,164739500.333,445705.019
LazyUnions/squashing:cross_node_write,1000000,16000000,0.100,0.600,1000048.833,8.232
LazyUnions/squashing:this_node_read_success,1000000,16000000,0.100,0.600,162766426.500,345694.679
LazyUnions/squashing:this_node_write,1000000,16000000,0.100,0.600,4285738.500,179411.432
LazyUnions/squashing:global_data_read_write,1000000,16000000,0.100,0.600,0.000,0.000
LazyUnions/squashing:same_set_requests_true,1000000,16000000,0.100,0.600,22501099.333,140.207
LazyUnions/squashing:same_set_requests_false,1000000,16000000,0.100,0.600,1500244.667,875.102
LazyUnions/squashing:union_requests,1000000,16000000,0.100,0.600,15998656.000,786.530
Usual,1000000,64000000,0.100,0.600,3915974.172,433811.649
Usual:cross_node_read,1000000,64000000,0.100,0.600,0.000,0.000
Usual:this_node_read,1000000,64000000,0.100,0.600,0.000,0.000
Usual:cross_node_write,1000000,64000000,0.100,0.600,0.000,0.000
Usual:this_node_read_success,1000000,64000000,0.100,0.600,0.000,0.000
Usual:this_node_write,1000000,64000000,0.100,0.600,0.000,0.000
Usual:global_data_read_write,1000000,64000000,0.100,0.600,0.000,0.000
Usual:same_set_requests_true,1000000,64000000,0.100,0.600,94490162.000,747.857
Usual:same_set_requests_false,1000000,64000000,0.100,0.600,1499641.500,354.355
Usual:union_requests,1000000,64000000,0.100,0.600,64010196.500,1087.229
SeveralDSU,1000000,64000000,0.100,0.600,3980697.197,492330.163
SeveralDSU:cross_node_read,1000000,64000000,0.100,0.600,0.000,0.000
SeveralDSU:this_node_read,1000000,64000000,0.100,0.600,0.000,0.000
SeveralDSU:cross_node_write,1000000,64000000,0.100,0.600,0.000,0.000
SeveralDSU:this_node_read_success,1000000,64000000,0.100,0.600,0.000,0.000
SeveralDSU:this_node_write,1000000,64000000,0.100,0.600,0.000,0.000
SeveralDSU:global_data_read_write,1000000,64000000,0.100,0.600,0.000,0.000
SeveralDSU:same_set_requests_true,1000000,64000000,0.100,0.600,94490574.333,1679.774
SeveralDSU:same_set_requests_false,1000000,64000000,0.100,0.600,1499229.167,606.615
SeveralDSU:union_requests,1000000,64000000,0.100,0.600,64010196.500,1087.229
ParallelUnions/halfing,1000000,64000000,0.100,0.600,3765774.077,473745.402
ParallelUnions/halfing:cross_node_read,1000000,64000000,0.100,0.600,1000058.000,11.331
ParallelUnions/halfing:this_node_read,1000000,64000000,0.100,0.600,270791703.667,459855.062
ParallelUnions/halfing:cross_node_write,1000000,64000000,0.100,0.600,1999998.000,0.000
ParallelUnions/halfing:this_node_read_success,1000000,64000000,0.100,0.600,0.000,0.000
ParallelUnions/halfing:this_node_write,1000000,64000000,0.100,0.600,3955886.500,147451.953
ParallelUnions/halfing:global_data_read_write,1000000,64000000,0.100,0.600,2000943.667,174.858
ParallelUnions/halfing:same_set_requests_true,1000000,64000000,0.100,0.600,94489315.667,606.691
ParallelUnions/halfing:same_set_requests_false,1000000,64000000,0.100,0.600,1500487.833,485.872
ParallelUnions/halfing:union_requests,1000000,64000000,0.100,0.600,64010196.500,1087.229
Adaptive/halfing,1000000,64000000,0.100,0.600,874664.681,273421.999
Adaptive/halfing:cross_node_read,1000000,64000000,0.100,0.600,165086616.667,235592.554
Adaptive/halfing:this_node_read,1000000,64000000,0.100,0.600,644363392.167,168450.892
Adaptive/halfing:cross_node_write,1000000,64000000,0.100,0.600,84594.167,199.577
Adaptive/halfing:this_node_read_success,1000000,64000000,0.100,0.600,479276775.500,69514.719
Adaptive/halfing:this_node_write,1000000,64000000,0.100,0.600,2982951.500,68057.884
Adaptive/halfing:global_data_read_write,1000000,64000000,0.100,0.600,0.000,0.000
Adaptive/halfing:same_set_requests_true,1000000,64000000,0.100,0.600,94490542.500,1864.948
Adaptive/halfing:same_set_requests_false,1000000,64000000,0.100,0.600,1499261.000,779.182
Adaptive/halfing:union_requests,1000000,64000000,0.100,0.600,64010196.500,1087.229
AdaptiveLocks/halfing,1000000,64000000,0.100,0.600,846230.290,353418.062
AdaptiveLocks/halfing:cross_node_read,1000000,64000000,0.100,0.600,164918076.833,633877.938
AdaptiveLocks/halfing:this_node_read,1000000,64000000,0.100,0.600,644412168.500,446950.087
AdaptiveLocks/halfing:cross_node_write,1000000,64000000,0.100,0.600,161203.667,417.044
AdaptiveLocks/halfing:this_node_read_success,1000000,64000000,0.100,0.600,479494091.667,187061.452
AdaptiveLocks/halfing:this_node_write,1000000,64000000,0.100,0.600,3938717.500,178943.573
AdaptiveLocks/halfing:global_data_read_write,1000000,64000000,0.100,0.600,3000328.000,47.189
AdaptiveLocks/halfing:same_set_requests_true,1000000,64000000,0.100,0.600,94489270.000,1636.590
AdaptiveLocks/halfing:same_set_requests_false,1000000,64000000,0.100,0.600,1500533.500,550.073
AdaptiveLocks/halfing:union_requests,1000000,64000000,0.100,0.600,64010196.500,1087.229
LazyUnions/halfing,1000000,64000000,0.100,0.600,895611.195,429676.237
LazyUnions/halfing:cross_node_read,1000000,64000000,0.100,0.600,2801804.500,156517.269
LazyUnions/halfing:this_node_read,1000000,64000000,0.100,0.600,643718935.333,25949.171
LazyUnions/halfing:cross_node_write,1000000,64000000,0.100,0.600,1000032.667,4.844
LazyUnions/halfing:this_node_read_success,1000000,64000000,0.100,0.600,640917125.500,130935.893
LazyUnions/halfing:this_node_write,1000000,64000000,0.100,0.600,3940857.000,4651.991
LazyUnions/halfing:global_data_read_write,1000000,64000000,0.100,0.600,0.000,0.000
LazyUnions/halfing:same_set_requests_true,1000000,64000000,0.100,0.600,94489519.333,1250.228
LazyUnions/halfing:same_set_requests_false,1000000,64000000,0.100,0.600,1500284.167,229.528
LazyUnions/halfing:union_requests,1000000,64000000,0.100,0.600,64010196.500,1087.229
ParallelUnions/squashing,1000000,64000000,0.100,0.600,3685620.582,352170.382
ParallelUnions/squashing:cross_node_read,1000000,64000000,0.100,0.600,1000066.500,10.672
ParallelUnions/squashing:this_node_read,1000000,64000000,0.100,0.600,270453107.667,260060.605
ParallelUnions/squashing:cross_node_write,1000000,64000000,0.100,0.600,1999998.000,0.000
ParallelUnions/squashing:this_node_read_success,1000000,64000000,0.100,0.600,0.000,0.000
ParallelUnions/squashing:this_node_write,1000000,64000000,0.100,0.600,3985686.833,87457.612
ParallelUnions/squashing:global_data_read_write,1000000,64000000,0.100,0.600,2001216.500,168.750
ParallelUnions/squashing:same_set_requests_true,1000000,64000000,0.100,0.600,94489879.333,172.585
ParallelUnions/squashing:same_set_requests_false,1000000,64000000,0.100,0.600,1499924.167,932.970
ParallelUnions/squashing:union_requests,1000000,64000000,0.100,0.600,64010196.500,1087.229
Adaptive/squashing,1000000,64000000,0.100,0.600,936461.788,279093.473
Adaptive/squashing:cross_node_read,1000000,64000000,0.100,0.600,163259015.000,72234.495
Adaptive/squashing:this_node_read,1000000,64000000,0.100,0.600,643952866.333,33969.866
Adaptive/squashing:cross_node_write,1000000,64000000,0.100,0.600,75367.000,57.751
Adaptive/squashing:this_node_read_success,1000000,64000000,0.100,0.600,480693851.333,42149.921
Adaptive/squashing:this_node_write,1000000,64000000,0.100,0.600,2869070.167,11661.340
Adaptive/squashing:global_data_read_write,1000000,64000000,0.100,0.600,0.000,0.000
Adaptive/squashing:same_set_requests_true,1000000,64000000,0.100,0.600,94488798.333,2746.473
Adaptive/squashing:same_set_requests_false,1000000,64000000,0.100,0.600,1501005.167,1659.369
Adaptive/squashing:union_requests,1000000,64000000,0.100,0.600,64010196.500,1087.229
AdaptiveLocks/squashing,1000000,64000000,0.100,0.600,843942.434,290510.573
AdaptiveLocks/squashing:cross_node_read,1000000,64000000,0.100,0.600,162486282.167,177270.989
AdaptiveLocks/squashing:this_node_read,1000000,64000000,0.100,0.600,643813849.833,131856.987
AdaptiveLocks/squashing:cross_node_write,1000000,64000000,0.100,0.600,141225.333,211.205
AdaptiveLocks/squashing:this_node_read_success,1000000,64000000,0.100,0.600,481327567.667,48024.361
AdaptiveLocks/squashing:this_node_write,1000000,64000000,0.100,0.600,3789965.167,50593.988
AdaptiveLocks/squashing:global_data_read_write,1000000,64000000,0.100,0.600,3000234.333,49.147
AdaptiveLocks/squashing:same_set_requests_true,1000000,64000000,0.100,0.600,94489203.167,1867.635
AdaptiveLocks/squashing:same_set_requests_false,1000000,64000000,0.100,0.600,1500600.333,783.060
AdaptiveLocks/squashing:union_requests,1000000,64000000,0.100,0.600,64010196.500,1087.229
LazyUnions/squashing,1000000,64000000,0.100,0.600,916441.141,481936.692
LazyUnions/squashing:cross_node_read,1000000,64000000,0.100,0.600,3184554.667,151451.101
LazyUnions/squashing:this_node_read,1000000,64000000,0.100,0.600,643887491.833,88045.417
LazyUnions/squashing:cross_node_write,1000000,64000000,0.100,0.600,1000038.333,8.359
LazyUnions/squashing:this_node_read_success,1000000,64000000,0.100,0.600,640702930.167,65349.482
LazyUnions/squashing:this_node_write,1000000,64000000,0.100,0.600,4011554.667,35320.354
LazyUnions/squashing:global_data_read_write,1000000,64000000,0.100,0.600,0.000,0.000
LazyUnions/squashing:same_set_requests_true,1000000,64000000,0.100,0.600,94489950.500,1438.248
LazyUnions/squashing:same_set_requests_false,1000000,64000000,0.100,0.600,1499853.000,363.579
LazyUnions/squashing:union_requests,1000000,64000000,0.100,0.600,64010196.500,1087.229
Usual,1000000,4000000,0.300,0.600,2365514.779,146092.556
Usual:cross_node_read,1000000,4000000,0.300,0.600,0.000,0.000
Usual:this_node_read,1000000,4000000,0.300,0.600,0.000,0.000
Usual:cross_node_write,1000000,4000000,0.300,0.600,0.000,0.000
Usual:this_node_read_success,1000000,4000000,0.300,0.600,0.000,0.000
Usual:this_node_write,1000000,4000000,0.300,0.600,0.000,0.000
Usual:global_data_read_write,1000000,4000000,0.300,0.600,0.000,0.000
Usual:same_set_requests_true,1000000,4000000,0.300,0.600,4501087.833,225.754
Usual:same_set_requests_false,1000000,4000000,0.300,0.600,1500269.667,1288.507
Usual:union_requests,1000000,4000000,0.300,0.600,3998578.500,1143.097
SeveralDSU,1000000,4000000,0.300,0.600,2783032.254,172532.881
SeveralDSU:cross_node_read,1000000,4000000,0.300,0.600,0.000,0.000
SeveralDSU:this_node_read,1000000,4000000,0.300,0.600,0.000,0.000
SeveralDSU:cross_node_write,1000000,4000000,0.300,0.600,0.000,0.000
SeveralDSU:this_node_read_success,1000000,4000000,0.300,0.600,0.000,0.000
SeveralDSU:this_node_write,1000000,4000000,0.300,0.600,0.000,0.000
SeveralDSU:global_data_read_write,1000000,4000000,0.300,0.600,0.000,0.000
SeveralDSU:same_set_requests_true,1000000,4000000,0.300,0.600,4501346.500,409.408
SeveralDSU:same_set_requests_false,1000000,4000000,0.300,0.600,1500011.000,745.938
SeveralDSU:union_requests,1000000,4000000,0.300,0.600,3998578.500,1143.097
ParallelUnions/halfing,1000000,4000000,0.300,0.600,2382184.137,218611.505
ParallelUnions/halfing:cross_node_read,1000000,4000000,0.300,0.600,999751.833,22.284
ParallelUnions/halfing:this_node_read,1000000,4000000,0.300,0.600,31502567.333,425185.149
ParallelUnions/halfing:cross_node_write,1000000,4000000,0.300,0.600,1999359.000,16.432
ParallelUnions/halfing:this_node_read_success,1000000,4000000,0.300,0.600,0.000,0.000
