DSU,N,E,ipf,ssf,shuffle,Score,Score Error
Adaptive3/halfing:same_set_requests_false,1000000,8000000,0.1,0.35,true,537975.167,506.835
Adaptive3/halfing:union_requests,1000000,8000000,0.1,0.35,true,12307633.000,0.000
Adaptive3/halfing:hist_begin,1000000,8000000,0.1,0.35,true,5940,0
Adaptive3/halfing:hist_end,1000000,8000000,0.1,0.35,true,5976,0
AdaptiveSmart/halfing,1000000,8000000,0.1,0.35,true,1758391.453,276118.465
AdaptiveSmart/halfing:cross_node_read,1000000,8000000,0.1,0.35,true,4001072.333,749496.690
AdaptiveSmart/halfing:this_node_read,1000000,8000000,0.1,0.35,true,54863755.833,412644.192
AdaptiveSmart/halfing:cross_node_write,1000000,8000000,0.1,0.35,true,81233.167,2543.736
AdaptiveSmart/halfing:this_node_read_success,1000000,8000000,0.1,0.35,true,2001347.167,224761.815
AdaptiveSmart/halfing:this_node_write,1000000,8000000,0.1,0.35,true,2344449.667,9593.405
AdaptiveSmart/halfing:global_data_read_write,1000000,8000000,0.1,0.35,true,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,8000000,0.1,0.35,true,3763343.333,2234.717
AdaptiveSmart/halfing:same_set_requests_false,1000000,8000000,0.1,0.35,true,545347.667,358.951
AdaptiveSmart/halfing:union_requests,1000000,8000000,0.1,0.35,true,12307633.000,0.000
AdaptiveSmart/halfing:hist_begin,1000000,8000000,0.1,0.35,true,5976,0
AdaptiveSmart/halfing:hist_end,1000000,8000000,0.1,0.35,true,6012,0
ParallelUnions/squashing,1000000,8000000,0.1,0.35,true,2181805.527,183959.230
ParallelUnions/squashing:cross_node_read,1000000,8000000,0.1,0.35,true,1000052.833,4.622
ParallelUnions/squashing:this_node_read,1000000,8000000,0.1,0.35,true,14679368.000,29708.527
ParallelUnions/squashing:cross_node_write,1000000,8000000,0.1,0.35,true,1999998.000,0.000
ParallelUnions/squashing:this_node_read_success,1000000,8000000,0.1,0.35,true,0.000,0.000
ParallelUnions/squashing:this_node_write,1000000,8000000,0.1,0.35,true,3453477.500,8084.487
ParallelUnions/squashing:global_data_read_write,1000000,8000000,0.1,0.35,true,2001180.333,59.122
ParallelUnions/squashing:same_set_requests_true,1000000,8000000,0.1,0.35,true,3770280.167,1983.662
ParallelUnions/squashing:same_set_requests_false,1000000,8000000,0.1,0.35,true,538410.833,273.757
ParallelUnions/squashing:union_requests,1000000,8000000,0.1,0.35,true,12307633.000,0.000
ParallelUnions/squashing:hist_begin,1000000,8000000,0.1,0.35,true,6012,0
ParallelUnions/squashing:hist_end,1000000,8000000,0.1,0.35,true,6048,0
Adaptive2/squashing,1000000,8000000,0.1,0.35,true,1531243.040,278686.597
Adaptive2/squashing:cross_node_read,1000000,8000000,0.1,0.35,true,3337341.500,49869.676
Adaptive2/squashing:this_node_read,1000000,8000000,0.1,0.35,true,59022020.333,501740.624
Adaptive2/squashing:cross_node_write,1000000,8000000,0.1,0.35,true,78504.500,157.884
Adaptive2/squashing:this_node_read_success,1000000,8000000,0.1,0.35,true,5281387.833,108644.493
Adaptive2/squashing:this_node_write,1000000,8000000,0.1,0.35,true,2503027.667,173357.593
Adaptive2/squashing:global_data_read_write,1000000,8000000,0.1,0.35,true,0.000,0.000
Adaptive2/squashing:same_set_requests_true,1000000,8000000,0.1,0.35,true,3770443.833,2250.572
Adaptive2/squashing:same_set_requests_false,1000000,8000000,0.1,0.35,true,538247.167,59.159
Adaptive2/squashing:union_requests,1000000,8000000,0.1,0.35,true,12307633.000,0.000
Adaptive2/squashing:hist_begin,1000000,8000000,0.1,0.35,true,6048,0
Adaptive2/squashing:hist_end,1000000,8000000,0.1,0.35,true,6084,0
Adaptive3/squashing,1000000,8000000,0.1,0.35,true,1245143.203,236753.523
Adaptive3/squashing:cross_node_read,1000000,8000000,0.1,0.35,true,4406539.667,5998.213
Adaptive3/squashing:this_node_read,1000000,8000000,0.1,0.35,true,53843829.500,242134.674
Adaptive3/squashing:cross_node_write,1000000,8000000,0.1,0.35,true,80291.667,1186.598
Adaptive3/squashing:this_node_read_success,1000000,8000000,0.1,0.35,true,16408377.500,106102.687
Adaptive3/squashing:this_node_write,1000000,8000000,0.1,0.35,true,2551162.000,90255.969
Adaptive3/squashing:global_data_read_write,1000000,8000000,0.1,0.35,true,0.000,0.000
Adaptive3/squashing:same_set_requests_true,1000000,8000000,0.1,0.35,true,3770176.167,2277.711
Adaptive3/squashing:same_set_requests_false,1000000,8000000,0.1,0.35,true,538514.833,64.114
Adaptive3/squashing:union_requests,1000000,8000000,0.1,0.35,true,12307633.000,0.000
Adaptive3/squashing:hist_begin,1000000,8000000,0.1,0.35,true,6084,0
Adaptive3/squashing:hist_end,1000000,8000000,0.1,0.35,true,6120,0
AdaptiveSmart/squashing,1000000,8000000,0.1,0.35,true,1630104.376,310778.636
AdaptiveSmart/squashing:cross_node_read,1000000,8000000,0.1,0.35,true,3772290.500,581187.851
AdaptiveSmart/squashing:this_node_read,1000000,8000000,0.1,0.35,true,55543644.667,172017.195
AdaptiveSmart/squashing:cross_node_write,1000000,8000000,0.1,0.35,true,77787.667,326.583
AdaptiveSmart/squashing:this_node_read_success,1000000,8000000,0.1,0.35,true,2251300.500,484660.211
AdaptiveSmart/squashing:this_node_write,1000000,8000000,0.1,0.35,true,2463071.167,118576.219
AdaptiveSmart/squashing:global_data_read_write,1000000,8000000,0.1,0.35,true,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,8000000,0.1,0.35,true,3761461.833,3185.644
AdaptiveSmart/squashing:same_set_requests_false,1000000,8000000,0.1,0.35,true,547229.167,2211.952
AdaptiveSmart/squashing:union_requests,1000000,8000000,0.1,0.35,true,12307633.000,0.000
AdaptiveSmart/squashing:hist_begin,1000000,8000000,0.1,0.35,true,6120,0
AdaptiveSmart/squashing:hist_end,1000000,8000000,0.1,0.35,true,6156,0
Usual,1000000,16000000,0.1,0.35,true,2620542.844,246561.314
Usual:cross_node_read,1000000,16000000,0.1,0.35,true,0.000,0.000
Usual:this_node_read,1000000,16000000,0.1,0.35,true,0.000,0.000
Usual:cross_node_write,1000000,16000000,0.1,0.35,true,0.000,0.000
Usual:this_node_read_success,1000000,16000000,0.1,0.35,true,0.000,0.000
Usual:this_node_write,1000000,16000000,0.1,0.35,true,0.000,0.000
Usual:global_data_read_write,1000000,16000000,0.1,0.35,true,0.000,0.000
Usual:same_set_requests_true,1000000,16000000,0.1,0.35,true,8075915.500,2978.127
Usual:same_set_requests_false,1000000,16000000,0.1,0.35,true,538783.500,319.201
Usual:union_requests,1000000,16000000,0.1,0.35,true,24615267.000,0.000
Usual:hist_begin,1000000,16000000,0.1,0.35,true,6156,0
Usual:hist_end,1000000,16000000,0.1,0.35,true,6192,0
ParallelUnions/halfing,1000000,16000000,0.1,0.35,true,2652660.112,219968.943
ParallelUnions/halfing:cross_node_read,1000000,16000000,0.1,0.35,true,1000088.500,26.928
ParallelUnions/halfing:this_node_read,1000000,16000000,0.1,0.35,true,19921654.167,3673536.002
ParallelUnions/halfing:cross_node_write,1000000,16000000,0.1,0.35,true,1999998.000,0.000
ParallelUnions/halfing:this_node_read_success,1000000,16000000,0.1,0.35,true,0.000,0.000
ParallelUnions/halfing:this_node_write,1000000,16000000,0.1,0.35,true,4438355.667,796528.937
ParallelUnions/halfing:global_data_read_write,1000000,16000000,0.1,0.35,true,2001525.500,407.136
ParallelUnions/halfing:same_set_requests_true,1000000,16000000,0.1,0.35,true,8075382.500,2883.445
ParallelUnions/halfing:same_set_requests_false,1000000,16000000,0.1,0.35,true,539316.500,214.486
ParallelUnions/halfing:union_requests,1000000,16000000,0.1,0.35,true,24615267.000,0.000
ParallelUnions/halfing:hist_begin,1000000,16000000,0.1,0.35,true,6192,0
ParallelUnions/halfing:hist_end,1000000,16000000,0.1,0.35,true,6228,0
Adaptive2/halfing,1000000,16000000,0.1,0.35,true,1734272.655,322441.284
Adaptive2/halfing:cross_node_read,1000000,16000000,0.1,0.35,true,5411549.833,483460.588
Adaptive2/halfing:this_node_read,1000000,16000000,0.1,0.35,true,109365766.333,488751.067
Adaptive2/halfing:cross_node_write,1000000,16000000,0.1,0.35,true,77639.000,202.477
Adaptive2/halfing:this_node_read_success,1000000,16000000,0.1,0.35,true,5547443.667,146125.234
Adaptive2/halfing:this_node_write,1000000,16000000,0.1,0.35,true,2769916.833,206481.130
Adaptive2/halfing:global_data_read_write,1000000,16000000,0.1,0.35,true,0.000,0.000
Adaptive2/halfing:same_set_requests_true,1000000,16000000,0.1,0.35,true,8075721.000,2674.515
Adaptive2/halfing:same_set_requests_false,1000000,16000000,0.1,0.35,true,538978.000,82.275
Adaptive2/halfing:union_requests,1000000,16000000,0.1,0.35,true,24615267.000,0.000
Adaptive2/halfing:hist_begin,1000000,16000000,0.1,0.35,true,6228,0
Adaptive2/halfing:hist_end,1000000,16000000,0.1,0.35,true,6264,0
Adaptive3/halfing,1000000,16000000,0.1,0.35,true,1370185.185,266818.074
Adaptive3/halfing:cross_node_read,1000000,16000000,0.1,0.35,true,8132162.667,522545.723
Adaptive3/halfing:this_node_read,1000000,16000000,0.1,0.35,true,100669559.167,295632.697
Adaptive3/halfing:cross_node_write,1000000,16000000,0.1,0.35,true,80527.667,1017.624
Adaptive3/halfing:this_node_read_success,1000000,16000000,0.1,0.35,true,27748230.333,412628.383
Adaptive3/halfing:this_node_write,1000000,16000000,0.1,0.35,true,3002999.000,122717.994
Adaptive3/halfing:global_data_read_write,1000000,16000000,0.1,0.35,true,0.000,0.000
Adaptive3/halfing:same_set_requests_true,1000000,16000000,0.1,0.35,true,8075764.833,2923.478
Adaptive3/halfing:same_set_requests_false,1000000,16000000,0.1,0.35,true,538934.167,260.603
Adaptive3/halfing:union_requests,1000000,16000000,0.1,0.35,true,24615267.000,0.000
Adaptive3/halfing:hist_begin,1000000,16000000,0.1,0.35,true,6264,0
Adaptive3/halfing:hist_end,1000000,16000000,0.1,0.35,true,6300,0
AdaptiveSmart/halfing,1000000,16000000,0.1,0.35,true,1935946.780,381641.205
AdaptiveSmart/halfing:cross_node_read,1000000,16000000,0.1,0.35,true,5172309.167,64116.976
AdaptiveSmart/halfing:this_node_read,1000000,16000000,0.1,0.35,true,106247945.667,237281.885
AdaptiveSmart/halfing:cross_node_write,1000000,16000000,0.1,0.35,true,77951.833,255.382
AdaptiveSmart/halfing:this_node_read_success,1000000,16000000,0.1,0.35,true,2915434.833,1017715.798
AdaptiveSmart/halfing:this_node_write,1000000,16000000,0.1,0.35,true,3082847.500,543653.457
AdaptiveSmart/halfing:global_data_read_write,1000000,16000000,0.1,0.35,true,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,16000000,0.1,0.35,true,8058793.000,1834.099
AdaptiveSmart/halfing:same_set_requests_false,1000000,16000000,0.1,0.35,true,555906.000,1814.596
AdaptiveSmart/halfing:union_requests,1000000,16000000,0.1,0.35,true,24615267.000,0.000
AdaptiveSmart/halfing:hist_begin,1000000,16000000,0.1,0.35,true,6300,0
AdaptiveSmart/halfing:hist_end,1000000,16000000,0.1,0.35,true,6336,0
ParallelUnions/squashing,1000000,16000000,0.1,0.35,true,2481815.581,217520.707
ParallelUnions/squashing:cross_node_read,1000000,16000000,0.1,0.35,true,1000119.667,21.933
ParallelUnions/squashing:this_node_read,1000000,16000000,0.1,0.35,true,20275285.667,3277609.195
ParallelUnions/squashing:cross_node_write,1000000,16000000,0.1,0.35,true,1999998.000,0.000
ParallelUnions/squashing:this_node_read_success,1000000,16000000,0.1,0.35,true,0.000,0.000
ParallelUnions/squashing:this_node_write,1000000,16000000,0.1,0.35,true,4796051.833,786645.513
ParallelUnions/squashing:global_data_read_write,1000000,16000000,0.1,0.35,true,2001894.833,504.237
ParallelUnions/squashing:same_set_requests_true,1000000,16000000,0.1,0.35,true,8076003.000,2518.686
ParallelUnions/squashing:same_set_requests_false,1000000,16000000,0.1,0.35,true,538696.000,161.550
ParallelUnions/squashing:union_requests,1000000,16000000,0.1,0.35,true,24615267.000,0.000
ParallelUnions/squashing:hist_begin,1000000,16000000,0.1,0.35,true,6336,0
ParallelUnions/squashing:hist_end,1000000,16000000,0.1,0.35,true,6372,0
Adaptive2/squashing,1000000,16000000,0.1,0.35,true,1725300.901,347770.068
Adaptive2/squashing:cross_node_read,1000000,16000000,0.1,0.35,true,5050266.333,231809.412
Adaptive2/squashing:this_node_read,1000000,16000000,0.1,0.35,true,110362821.000,1240157.388
Adaptive2/squashing:cross_node_write,1000000,16000000,0.1,0.35,true,80311.500,258.283
Adaptive2/squashing:this_node_read_success,1000000,16000000,0.1,0.35,true,5617742.833,145446.993
Adaptive2/squashing:this_node_write,1000000,16000000,0.1,0.35,true,3133025.333,627595.678
Adaptive2/squashing:global_data_read_write,1000000,16000000,0.1,0.35,true,0.000,0.000
Adaptive2/squashing:same_set_requests_true,1000000,16000000,0.1,0.35,true,8075964.667,2523.014
Adaptive2/squashing:same_set_requests_false,1000000,16000000,0.1,0.35,true,538734.333,156.610
Adaptive2/squashing:union_requests,1000000,16000000,0.1,0.35,true,24615267.000,0.000
Adaptive2/squashing:hist_begin,1000000,16000000,0.1,0.35,true,6372,0
Adaptive2/squashing:hist_end,1000000,16000000,0.1,0.35,true,6408,0
Adaptive3/squashing,1000000,16000000,0.1,0.35,true,1311351.803,243637.376
Adaptive3/squashing:cross_node_read,1000000,16000000,0.1,0.35,true,7891549.500,488326.679
Adaptive3/squashing:this_node_read,1000000,16000000,0.1,0.35,true,101410301.333,2049768.390
Adaptive3/squashing:cross_node_write,1000000,16000000,0.1,0.35,true,77740.000,51.827
Adaptive3/squashing:this_node_read_success,1000000,16000000,0.1,0.35,true,27798153.500,425294.192
Adaptive3/squashing:this_node_write,1000000,16000000,0.1,0.35,true,3326142.000,727867.300
Adaptive3/squashing:global_data_read_write,1000000,16000000,0.1,0.35,true,0.000,0.000
Adaptive3/squashing:same_set_requests_true,1000000,16000000,0.1,0.35,true,8076039.167,2845.006
Adaptive3/squashing:same_set_requests_false,1000000,16000000,0.1,0.35,true,538659.833,190.689
Adaptive3/squashing:union_requests,1000000,16000000,0.1,0.35,true,24615267.000,0.000
Adaptive3/squashing:hist_begin,1000000,16000000,0.1,0.35,true,6408,0
Adaptive3/squashing:hist_end,1000000,16000000,0.1,0.35,true,6444,0
AdaptiveSmart/squashing,1000000,16000000,0.1,0.35,true,1736946.141,306837.964
AdaptiveSmart/squashing:cross_node_read,1000000,16000000,0.1,0.35,true,5647279.500,224825.273
AdaptiveSmart/squashing:this_node_read,1000000,16000000,0.1,0.35,true,107409365.000,773579.334
AdaptiveSmart/squashing:cross_node_write,1000000,16000000,0.1,0.35,true,78220.667,306.868
AdaptiveSmart/squashing:this_node_read_success,1000000,16000000,0.1,0.35,true,3500681.833,1640642.634
AdaptiveSmart/squashing:this_node_write,1000000,16000000,0.1,0.35,true,2909148.500,383613.473
AdaptiveSmart/squashing:global_data_read_write,1000000,16000000,0.1,0.35,true,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,16000000,0.1,0.35,true,8057562.833,5740.563
AdaptiveSmart/squashing:same_set_requests_false,1000000,16000000,0.1,0.35,true,557136.167,3078.788
AdaptiveSmart/squashing:union_requests,1000000,16000000,0.1,0.35,true,24615267.000,0.000
AdaptiveSmart/squashing:hist_begin,1000000,16000000,0.1,0.35,true,6444,0
AdaptiveSmart/squashing:hist_end,1000000,16000000,0.1,0.35,true,6480,0
Usual,1000000,1000000,0.02,0.5,true,1300299.212,123080.630
Usual:cross_node_read,1000000,1000000,0.02,0.5,true,0.000,0.000
Usual:this_node_read,1000000,1000000,0.02,0.5,true,0.000,0.000
Usual:cross_node_write,1000000,1000000,0.02,0.5,true,0.000,0.000
Usual:this_node_read_success,1000000,1000000,0.02,0.5,true,0.000,0.000
Usual:this_node_write,1000000,1000000,0.02,0.5,true,0.000,0.000
Usual:global_data_read_write,1000000,1000000,0.02,0.5,true,0.000,0.000
Usual:same_set_requests_true,1000000,1000000,0.02,0.5,true,161741.333,379.497
Usual:same_set_requests_false,1000000,1000000,0.02,0.5,true,837583.167,805.201
Usual:union_requests,1000000,1000000,0.02,0.5,true,1999936.000,0.000
Usual:hist_begin,1000000,1000000,0.02,0.5,true,6480,0
Usual:hist_end,1000000,1000000,0.02,0.5,true,6516,0
ParallelUnions/halfing,1000000,1000000,0.02,0.5,true,831049.336,228832.028
ParallelUnions/halfing:cross_node_read,1000000,1000000,0.02,0.5,true,838665.500,303.041
ParallelUnions/halfing:this_node_read,1000000,1000000,0.02,0.5,true,12020242.667,282082.361
ParallelUnions/halfing:cross_node_write,1000000,1000000,0.02,0.5,true,1677175.000,653.981
ParallelUnions/halfing:this_node_read_success,1000000,1000000,0.02,0.5,true,0.000,0.000
ParallelUnions/halfing:this_node_write,1000000,1000000,0.02,0.5,true,2577239.500,97897.790
ParallelUnions/halfing:global_data_read_write,1000000,1000000,0.02,0.5,true,1678552.833,325.947
ParallelUnions/halfing:same_set_requests_true,1000000,1000000,0.02,0.5,true,161698.667,129.847
ParallelUnions/halfing:same_set_requests_false,1000000,1000000,0.02,0.5,true,837625.833,299.857
ParallelUnions/halfing:union_requests,1000000,1000000,0.02,0.5,true,1999936.000,0.000
ParallelUnions/halfing:hist_begin,1000000,1000000,0.02,0.5,true,6516,0
ParallelUnions/halfing:hist_end,1000000,1000000,0.02,0.5,true,6552,0
Adaptive2/halfing,1000000,1000000,0.02,0.5,true,973863.151,324967.030
Adaptive2/halfing:cross_node_read,1000000,1000000,0.02,0.5,true,815504.667,4930.927
Adaptive2/halfing:this_node_read,1000000,1000000,0.02,0.5,true,14814812.333,84772.368
Adaptive2/halfing:cross_node_write,1000000,1000000,0.02,0.5,true,14896.167,50.269
Adaptive2/halfing:this_node_read_success,1000000,1000000,0.02,0.5,true,4151182.833,2375.764
Adaptive2/halfing:this_node_write,1000000,1000000,0.02,0.5,true,1595679.500,43138.090
Adaptive2/halfing:global_data_read_write,1000000,1000000,0.02,0.5,true,0.000,0.000
Adaptive2/halfing:same_set_requests_true,1000000,1000000,0.02,0.5,true,161914.167,377.173
Adaptive2/halfing:same_set_requests_false,1000000,1000000,0.02,0.5,true,837410.333,804.206
Adaptive2/halfing:union_requests,1000000,1000000,0.02,0.5,true,1999936.000,0.000
Adaptive2/halfing:hist_begin,1000000,1000000,0.02,0.5,true,6552,0
Adaptive2/halfing:hist_end,1000000,1000000,0.02,0.5,true,6588,0
Adaptive3/halfing,1000000,1000000,0.02,0.5,true,693114.301,267390.148
Adaptive3/halfing:cross_node_read,1000000,1000000,0.02,0.5,true,711610.833,3569.866
Adaptive3/halfing:this_node_read,1000000,1000000,0.02,0.5,true,13468523.833,120310.885
Adaptive3/halfing:cross_node_write,1000000,1000000,0.02,0.5,true,14825.833,64.784
Adaptive3/halfing:this_node_read_success,1000000,1000000,0.02,0.5,true,8096361.167,58827.392
Adaptive3/halfing:this_node_write,1000000,1000000,0.02,0.5,true,1579101.667,59953.882
Adaptive3/halfing:global_data_read_write,1000000,1000000,0.02,0.5,true,0.000,0.000
Adaptive3/halfing:same_set_requests_true,1000000,1000000,0.02,0.5,true,161965.667,486.857
Adaptive3/halfing:same_set_requests_false,1000000,1000000,0.02,0.5,true,837358.833,913.958
Adaptive3/halfing:union_requests,1000000,1000000,0.02,0.5,true,1999936.000,0.000
Adaptive3/halfing:hist_begin,1000000,1000000,0.02,0.5,true,6588,0
Adaptive3/halfing:hist_end,1000000,1000000,0.02,0.5,true,6624,0
AdaptiveSmart/halfing,1000000,1000000,0.02,0.5,true,1414828.807,215612.522
AdaptiveSmart/halfing:cross_node_read,1000000,1000000,0.02,0.5,true,328000.000,654.883
AdaptiveSmart/halfing:this_node_read,1000000,1000000,0.02,0.5,true,10291411.167,155692.888
AdaptiveSmart/halfing:cross_node_write,1000000,1000000,0.02,0.5,true,14923.333,165.250
AdaptiveSmart/halfing:this_node_read_success,1000000,1000000,0.02,0.5,true,850213.833,7731.246
AdaptiveSmart/halfing:this_node_write,1000000,1000000,0.02,0.5,true,1618824.833,82229.037
AdaptiveSmart/halfing:global_data_read_write,1000000,1000000,0.02,0.5,true,0.000,0.000
AdaptiveSmart/halfing:same_set_requests_true,1000000,1000000,0.02,0.5,true,159686.833,680.005
AdaptiveSmart/halfing:same_set_requests_false,1000000,1000000,0.02,0.5,true,839637.667,1103.099
AdaptiveSmart/halfing:union_requests,1000000,1000000,0.02,0.5,true,1999936.000,0.000
AdaptiveSmart/halfing:hist_begin,1000000,1000000,0.02,0.5,true,6624,0
AdaptiveSmart/halfing:hist_end,1000000,1000000,0.02,0.5,true,6660,0
ParallelUnions/squashing,1000000,1000000,0.02,0.5,true,871207.573,184686.844
ParallelUnions/squashing:cross_node_read,1000000,1000000,0.02,0.5,true,838638.833,316.044
ParallelUnions/squashing:this_node_read,1000000,1000000,0.02,0.5,true,11711492.500,207996.224
ParallelUnions/squashing:cross_node_write,1000000,1000000,0.02,0.5,true,1677175.000,653.981
ParallelUnions/squashing:this_node_read_success,1000000,1000000,0.02,0.5,true,0.000,0.000
ParallelUnions/squashing:this_node_write,1000000,1000000,0.02,0.5,true,2515459.333,76493.256
ParallelUnions/squashing:global_data_read_write,1000000,1000000,0.02,0.5,true,1678329.500,468.337
ParallelUnions/squashing:same_set_requests_true,1000000,1000000,0.02,0.5,true,161907.167,329.755
ParallelUnions/squashing:same_set_requests_false,1000000,1000000,0.02,0.5,true,837417.333,753.740
ParallelUnions/squashing:union_requests,1000000,1000000,0.02,0.5,true,1999936.000,0.000
ParallelUnions/squashing:hist_begin,1000000,1000000,0.02,0.5,true,6660,0
ParallelUnions/squashing:hist_end,1000000,1000000,0.02,0.5,true,6696,0
Adaptive2/squashing,1000000,1000000,0.02,0.5,true,958901.361,360678.142
Adaptive2/squashing:cross_node_read,1000000,1000000,0.02,0.5,true,819221.667,1934.823
Adaptive2/squashing:this_node_read,1000000,1000000,0.02,0.5,true,15112244.500,134645.515
Adaptive2/squashing:cross_node_write,1000000,1000000,0.02,0.5,true,14770.833,94.207
Adaptive2/squashing:this_node_read_success,1000000,1000000,0.02,0.5,true,4150099.333,3435.146
Adaptive2/squashing:this_node_write,1000000,1000000,0.02,0.5,true,1636189.667,64049.753
Adaptive2/squashing:global_data_read_write,1000000,1000000,0.02,0.5,true,0.000,0.000
Adaptive2/squashing:same_set_requests_true,1000000,1000000,0.02,0.5,true,161738.667,182.684
Adaptive2/squashing:same_set_requests_false,1000000,1000000,0.02,0.5,true,837585.833,609.422
Adaptive2/squashing:union_requests,1000000,1000000,0.02,0.5,true,1999936.000,0.000
Adaptive2/squashing:hist_begin,1000000,1000000,0.02,0.5,true,6696,0
Adaptive2/squashing:hist_end,1000000,1000000,0.02,0.5,true,6732,0
Adaptive3/squashing,1000000,1000000,0.02,0.5,true,663329.639,301643.981
Adaptive3/squashing:cross_node_read,1000000,1000000,0.02,0.5,true,643421.167,1061.917
Adaptive3/squashing:this_node_read,1000000,1000000,0.02,0.5,true,13714085.667,211615.697
Adaptive3/squashing:cross_node_write,1000000,1000000,0.02,0.5,true,14532.500,103.210
Adaptive3/squashing:this_node_read_success,1000000,1000000,0.02,0.5,true,8220898.333,105141.727
Adaptive3/squashing:this_node_write,1000000,1000000,0.02,0.5,true,1639598.833,97503.743
Adaptive3/squashing:global_data_read_write,1000000,1000000,0.02,0.5,true,0.000,0.000
Adaptive3/squashing:same_set_requests_true,1000000,1000000,0.02,0.5,true,162229.333,344.834
Adaptive3/squashing:same_set_requests_false,1000000,1000000,0.02,0.5,true,837095.167,768.957
Adaptive3/squashing:union_requests,1000000,1000000,0.02,0.5,true,1999936.000,0.000
Adaptive3/squashing:hist_begin,1000000,1000000,0.02,0.5,true,6732,0
Adaptive3/squashing:hist_end,1000000,1000000,0.02,0.5,true,6768,0
AdaptiveSmart/squashing,1000000,1000000,0.02,0.5,true,1466104.302,364255.186
AdaptiveSmart/squashing:cross_node_read,1000000,1000000,0.02,0.5,true,325534.333,21718.900
AdaptiveSmart/squashing:this_node_read,1000000,1000000,0.02,0.5,true,10547667.500,108731.848
AdaptiveSmart/squashing:cross_node_write,1000000,1000000,0.02,0.5,true,14986.000,167.149
AdaptiveSmart/squashing:this_node_read_success,1000000,1000000,0.02,0.5,true,861168.000,11663.202
AdaptiveSmart/squashing:this_node_write,1000000,1000000,0.02,0.5,true,1628962.500,57745.350
AdaptiveSmart/squashing:global_data_read_write,1000000,1000000,0.02,0.5,true,0.000,0.000
AdaptiveSmart/squashing:same_set_requests_true,1000000,1000000,0.02,0.5,true,160558.500,121.900
AdaptiveSmart/squashing:same_set_requests_false,1000000,1000000,0.02,0.5,true,838766.000,372.570
AdaptiveSmart/squashing:union_requests,1000000,1000000,0.02,0.5,true,1999936.000,0.000
AdaptiveSmart/squashing:hist_begin,1000000,1000000,0.02,0.5,true,6768,0
AdaptiveSmart/squashing:hist_end,1000000,1000000,0.02,0.5,true,6804,0
Usual,1000000,2000000,0.02,0.5,true,1271689.507,68546.721
Usual:cross_node_read,1000000,2000000,0.02,0.5,true,0.000,0.000
Usual:this_node_read,1000000,2000000,0.02,0.5,true,0.000,0.000
Usual:cross_node_write,1000000,2000000,0.02,0.5,true,0.000,0.000
Usual:this_node_read_success,1000000,2000000,0.02,0.5,true,0.000,0.000
Usual:this_node_write,1000000,2000000,0.02,0.5,true,0.000,0.000
Usual:global_data_read_write,1000000,2000000,0.02,0.5,true,0.000,0.000
Usual:same_set_requests_true,1000000,2000000,0.02,0.5,true,1019209.500,728.066
Usual:same_set_requests_false,1000000,2000000,0.02,0.5,true,981112.500,2017.093
Usual:union_requests,1000000,2000000,0.02,0.5,true,4000000.000,0.000
Usual:hist_begin,1000000,2000000,0.02,0.5,true,6804,0
Usual:hist_end,1000000,2000000,0.02,0.5,true,6840,0
ParallelUnions/halfing,1000000,2000000,0.02,0.5,true,1199331.533,108273.450
ParallelUnions/halfing:cross_node_read,1000000,2000000,0.02,0.5,true,980998.500,173.826
ParallelUnions/halfing:this_node_read,1000000,2000000,0.02,0.5,true,17162799.167,745895.651
ParallelUnions/halfing:cross_node_write,1000000,2000000,0.02,0.5,true,1961828.000,357.115
ParallelUnions/halfing:this_node_read_success,1000000,2000000,0.02,0.5,true,0.000,0.000
ParallelUnions/halfing:this_node_write,1000000,2000000,0.02,0.5,true,3603668.500,175544.227
ParallelUnions/halfing:global_data_read_write,1000000,2000000,0.02,0.5,true,1963294.833,375.145
ParallelUnions/halfing:same_set_requests_true,1000000,2000000,0.02,0.5,true,1019175.000,420.393
ParallelUnions/halfing:same_set_requests_false,1000000,2000000,0.02,0.5,true,981147.000,1704.097
ParallelUnions/halfing:union_requests,1000000,2000000,0.02,0.5,true,4000000.000,0.000
ParallelUnions/halfing:hist_begin,1000000,2000000,0.02,0.5,true,6840,0
ParallelUnions/halfing:hist_end,1000000,2000000,0.02,0.5,true,6876,0
Adaptive2/halfing,1000000,2000000,0.02,0.5,true,1187246.750,196541.345
Adaptive2/halfing:cross_node_read,1000000,2000000,0.02,0.5,true,1049562.833,68180.185
Adaptive2/halfing:this_node_read,1000000,2000000,0.02,0.5,true,24909368.333,273040.346
Adaptive2/halfing:cross_node_write,1000000,2000000,0.02,0.5,true,17142.000,45.978
Adaptive2/halfing:this_node_read_success,1000000,2000000,0.02,0.5,true,4904271.333,16196.622
Adaptive2/halfing:this_node_write,1000000,2000000,0.02,0.5,true,2423869.167,189734.977
Adaptive2/halfing:global_data_read_write,1000000,2000000,0.02,0.5,true,0.000,0.000
Adaptive2/halfing:same_set_requests_true,1000000,2000000,0.02,0.5,true,1019656.167,180.685
Adaptive2/halfing:same_set_requests_false,1000000,2000000,0.02,0.5,true,980665.833,1131.017
