DSU,N,E,interpairFraction,sameSetFraction,Score,Score Error
Adaptive2/halfing,1000000,4000000,0.300,0.200,3030760.434,141232.294
Adaptive3/halfing,1000000,4000000,0.300,0.200,3013393.469,133216.555
ParallelUnions/squashing,1000000,4000000,0.300,0.200,2088179.284,449213.959
Adaptive2/squashing,1000000,4000000,0.300,0.200,2732260.225,190815.221
Adaptive3/squashing,1000000,4000000,0.300,0.200,2910484.810,230956.002
Usual,1000000,16000000,0.300,0.200,3250006.250,124946.196
ParallelUnions/halfing,1000000,16000000,0.300,0.200,3839057.238,245653.329
Adaptive2/halfing,1000000,16000000,0.300,0.200,4181970.445,37896.788
Adaptive3/halfing,1000000,16000000,0.300,0.200,4187086.617,39370.754
ParallelUnions/squashing,1000000,16000000,0.300,0.200,3817936.885,317496.694
Adaptive2/squashing,1000000,16000000,0.300,0.200,4109495.518,101188.779
Adaptive3/squashing,1000000,16000000,0.300,0.200,4143291.151,95151.001
Usual,1000000,64000000,0.300,0.200,4504758.094,87370.991
ParallelUnions/halfing,1000000,64000000,0.300,0.200,4647230.777,58245.676
Adaptive2/halfing,1000000,64000000,0.300,0.200,4653869.302,86192.128
Adaptive3/halfing,1000000,64000000,0.300,0.200,4660387.615,72784.358
ParallelUnions/squashing,1000000,64000000,0.300,0.200,4683041.042,61990.185
Adaptive2/squashing,1000000,64000000,0.300,0.200,4697954.764,76130.586
Adaptive3/squashing,1000000,64000000,0.300,0.200,4676434.868,64695.240
Usual,1000000,4000000,0.020,0.350,2611904.341,240569.490
ParallelUnions/halfing,1000000,4000000,0.020,0.350,2926863.033,256526.907
Adaptive2/halfing,1000000,4000000,0.020,0.350,3832516.684,76304.790
Adaptive3/halfing,1000000,4000000,0.020,0.350,3735026.372,82192.293
ParallelUnions/squashing,1000000,4000000,0.020,0.350,2654716.335,216607.370
Adaptive2/squashing,1000000,4000000,0.020,0.350,3675411.099,145944.888
Adaptive3/squashing,1000000,4000000,0.020,0.350,3642553.457,104265.378
Usual,1000000,16000000,0.020,0.350,3726818.484,32093.509
ParallelUnions/halfing,1000000,16000000,0.020,0.350,4254516.478,280984.631
Adaptive2/halfing,1000000,16000000,0.020,0.350,4559056.344,37894.548
Adaptive3/halfing,1000000,16000000,0.020,0.350,4497699.996,43046.254
ParallelUnions/squashing,1000000,16000000,0.020,0.350,4264594.770,319786.619
Adaptive2/squashing,1000000,16000000,0.020,0.350,4533339.516,98852.889
Adaptive3/squashing,1000000,16000000,0.020,0.350,4476934.796,76756.394
Usual,1000000,64000000,0.020,0.350,4716537.036,98667.018
ParallelUnions/halfing,1000000,64000000,0.020,0.350,4673117.729,129506.262
Adaptive2/halfing,1000000,64000000,0.020,0.350,4783649.773,26687.511
Adaptive3/halfing,1000000,64000000,0.020,0.350,4756191.488,31190.207
ParallelUnions/squashing,1000000,64000000,0.020,0.350,4628182.115,165722.503
Adaptive2/squashing,1000000,64000000,0.020,0.350,4805847.639,47438.947
Adaptive3/squashing,1000000,64000000,0.020,0.350,4761560.168,39814.077
Usual,1000000,4000000,0.100,0.350,1881578.310,218605.999
ParallelUnions/halfing,1000000,4000000,0.100,0.350,3229212.599,102489.804
Adaptive2/halfing,1000000,4000000,0.100,0.350,3653294.697,59245.433
Adaptive3/halfing,1000000,4000000,0.100,0.350,3601152.703,61986.605
ParallelUnions/squashing,1000000,4000000,0.100,0.350,3203066.440,202564.896
Adaptive2/squashing,1000000,4000000,0.100,0.350,3545968.038,65982.764
Adaptive3/squashing,1000000,4000000,0.100,0.350,3519624.301,59667.706
Usual,1000000,16000000,0.100,0.350,4126457.902,53781.235
ParallelUnions/halfing,1000000,16000000,0.100,0.350,3789792.181,147908.755
Adaptive2/halfing,1000000,16000000,0.100,0.350,4356237.427,28023.737
Adaptive3/halfing,1000000,16000000,0.100,0.350,4326195.617,44590.153
ParallelUnions/squashing,1000000,16000000,0.100,0.350,3625610.340,212185.041
Adaptive2/squashing,1000000,16000000,0.100,0.350,4322294.660,72074.089
Adaptive3/squashing,1000000,16000000,0.100,0.350,4248140.400,75590.834
Usual,1000000,64000000,0.100,0.350,4708875.829,81017.299
ParallelUnions/halfing,1000000,64000000,0.100,0.350,4623248.673,81468.642
Adaptive2/halfing,1000000,64000000,0.100,0.350,4708745.638,50039.808
Adaptive3/halfing,1000000,64000000,0.100,0.350,4692753.138,46481.564
ParallelUnions/squashing,1000000,64000000,0.100,0.350,4596289.440,102555.418
Adaptive2/squashing,1000000,64000000,0.100,0.350,4724931.159,42102.531
Adaptive3/squashing,1000000,64000000,0.100,0.350,4691821.241,34350.328
Usual,1000000,4000000,0.300,0.350,2499412.092,64885.258
ParallelUnions/halfing,1000000,4000000,0.300,0.350,3163492.190,212785.184
Adaptive2/halfing,1000000,4000000,0.300,0.350,3303553.577,106615.565
Adaptive3/halfing,1000000,4000000,0.300,0.350,3274743.415,73004.105
ParallelUnions/squashing,1000000,4000000,0.300,0.350,3196259.181,227303.988
Adaptive2/squashing,1000000,4000000,0.300,0.350,3315688.803,136895.116
Adaptive3/squashing,1000000,4000000,0.300,0.350,3280729.436,91434.193
Usual,1000000,16000000,0.300,0.350,3573878.525,66697.269
ParallelUnions/halfing,1000000,16000000,0.300,0.350,3902011.225,269674.173
Adaptive2/halfing,1000000,16000000,0.300,0.350,4191310.254,53587.607
Adaptive3/halfing,1000000,16000000,0.300,0.350,4173821.320,54604.102
ParallelUnions/squashing,1000000,16000000,0.300,0.350,3755176.676,276711.686
Adaptive2/squashing,1000000,16000000,0.300,0.350,4109789.456,120884.899
Adaptive3/squashing,1000000,16000000,0.300,0.350,4100868.076,115059.898
Usual,1000000,64000000,0.300,0.350,4769520.833,20345.941
ParallelUnions/halfing,1000000,64000000,0.300,0.350,4568273.801,56433.756
Adaptive2/halfing,1000000,64000000,0.300,0.350,4585567.699,99667.887
Adaptive3/halfing,1000000,64000000,0.300,0.350,4561197.763,77185.503
ParallelUnions/squashing,1000000,64000000,0.300,0.350,4435526.798,78896.022
Adaptive2/squashing,1000000,64000000,0.300,0.350,4570708.805,95817.757
Adaptive3/squashing,1000000,64000000,0.300,0.350,4553352.773,66142.573
Usual,1000000,4000000,0.020,0.500,2634108.055,395229.345
ParallelUnions/halfing,1000000,4000000,0.020,0.500,3653499.863,403101.757
Adaptive2/halfing,1000000,4000000,0.020,0.500,4038624.973,86114.226
Adaptive3/halfing,1000000,4000000,0.020,0.500,3941226.805,67806.874
ParallelUnions/squashing,1000000,4000000,0.020,0.500,3623161.393,413179.705
Adaptive2/squashing,1000000,4000000,0.020,0.500,4007312.701,139308.547
Adaptive3/squashing,1000000,4000000,0.020,0.500,3899905.052,128482.805
Usual,1000000,16000000,0.020,0.500,4267680.191,109566.863
ParallelUnions/halfing,1000000,16000000,0.020,0.500,4277769.501,382563.251
Adaptive2/halfing,1000000,16000000,0.020,0.500,4559279.178,56376.080
Adaptive3/halfing,1000000,16000000,0.020,0.500,4505773.267,57672.838
ParallelUnions/squashing,1000000,16000000,0.020,0.500,4218778.711,422377.534
Adaptive2/squashing,1000000,16000000,0.020,0.500,4560803.572,116454.511
Adaptive3/squashing,1000000,16000000,0.020,0.500,4487985.717,84360.676
Usual,1000000,64000000,0.020,0.500,4742773.189,47374.711
ParallelUnions/halfing,1000000,64000000,0.020,0.500,4803875.349,38903.131
Adaptive2/halfing,1000000,64000000,0.020,0.500,4749840.443,28574.783
Adaptive3/halfing,1000000,64000000,0.020,0.500,4732042.029,24933.003
ParallelUnions/squashing,1000000,64000000,0.020,0.500,4818149.866,42550.374
Adaptive2/squashing,1000000,64000000,0.020,0.500,4808123.076,30233.170
Adaptive3/squashing,1000000,64000000,0.020,0.500,4733784.516,22952.093
Usual,1000000,4000000,0.100,0.500,2525967.573,364214.491
ParallelUnions/halfing,1000000,4000000,0.100,0.500,3132255.716,179599.527
Adaptive2/halfing,1000000,4000000,0.100,0.500,3725991.138,89716.993
Adaptive3/halfing,1000000,4000000,0.100,0.500,3578850.016,59730.804
ParallelUnions/squashing,1000000,4000000,0.100,0.500,2848451.592,177510.070
Adaptive2/squashing,1000000,4000000,0.100,0.500,3531180.219,76360.245
Adaptive3/squashing,1000000,4000000,0.100,0.500,3468030.428,76858.944
Usual,1000000,16000000,0.100,0.500,4174211.669,131481.683
ParallelUnions/halfing,1000000,16000000,0.100,0.500,4312628.815,91240.199
Adaptive2/halfing,1000000,16000000,0.100,0.500,4419379.587,25321.399
Adaptive3/halfing,1000000,16000000,0.100,0.500,4351707.438,34390.441
ParallelUnions/squashing,1000000,16000000,0.100,0.500,4236474.176,106259.577
Adaptive2/squashing,1000000,16000000,0.100,0.500,4394017.431,42352.700
Adaptive3/squashing,1000000,16000000,0.100,0.500,4345855.512,30335.930
Usual,1000000,64000000,0.100,0.500,4745632.059,80308.754
ParallelUnions/halfing,1000000,64000000,0.100,0.500,4710231.918,29756.411
Adaptive2/halfing,1000000,64000000,0.100,0.500,4674846.811,48672.399
Adaptive3/halfing,1000000,64000000,0.100,0.500,4612276.094,52269.726
ParallelUnions/squashing,1000000,64000000,0.100,0.500,4602563.659,55716.370
Adaptive2/squashing,1000000,64000000,0.100,0.500,4685497.599,51691.251
Adaptive3/squashing,1000000,64000000,0.100,0.500,4636564.574,41884.918
Usual,1000000,4000000,0.300,0.500,2718257.491,225279.226
ParallelUnions/halfing,1000000,4000000,0.300,0.500,3419535.723,189973.955
Adaptive2/halfing,1000000,4000000,0.300,0.500,3466798.223,78540.936
Adaptive3/halfing,1000000,4000000,0.300,0.500,3395326.285,53025.452
ParallelUnions/squashing,1000000,4000000,0.300,0.500,3389405.668,228479.831
Adaptive2/squashing,1000000,4000000,0.300,0.500,3485068.736,132231.255
Adaptive3/squashing,1000000,4000000,0.300,0.500,3403140.060,77466.259
Usual,1000000,16000000,0.300,0.500,3650845.533,144904.599
ParallelUnions/halfing,1000000,16000000,0.300,0.500,4153619.934,179548.498
Adaptive2/halfing,1000000,16000000,0.300,0.500,4270980.452,49637.664
Adaptive3/halfing,1000000,16000000,0.300,0.500,4228945.495,49994.715
ParallelUnions/squashing,1000000,16000000,0.300,0.500,4178046.451,210714.440
Adaptive2/squashing,1000000,16000000,0.300,0.500,4237389.939,62276.667
Adaptive3/squashing,1000000,16000000,0.300,0.500,4189272.366,61232.151
Usual,1000000,64000000,0.300,0.500,4750156.027,33295.018
ParallelUnions/halfing,1000000,64000000,0.300,0.500,4738164.118,42600.947
Adaptive2/halfing,1000000,64000000,0.300,0.500,4592078.177,90694.739
Adaptive3/halfing,1000000,64000000,0.300,0.500,4566098.233,80207.004
ParallelUnions/squashing,1000000,64000000,0.300,0.500,4721136.660,37867.723
Adaptive2/squashing,1000000,64000000,0.300,0.500,4639541.849,97537.293
Adaptive3/squashing,1000000,64000000,0.300,0.500,4546478.979,84592.626
Usual,1000000,4000000,0.020,0.650,3159054.358,51300.597
ParallelUnions/halfing,1000000,4000000,0.020,0.650,3805379.337,405284.966
Adaptive2/halfing,1000000,4000000,0.020,0.650,4219427.658,56910.166
Adaptive3/halfing,1000000,4000000,0.020,0.650,4039029.523,90859.156
ParallelUnions/squashing,1000000,4000000,0.020,0.650,3780493.618,439527.634
Adaptive2/squashing,1000000,4000000,0.020,0.650,4115752.254,149218.829
Adaptive3/squashing,1000000,4000000,0.020,0.650,4015432.392,115649.757
Usual,1000000,16000000,0.020,0.650,4081263.624,246470.477
ParallelUnions/halfing,1000000,16000000,0.020,0.650,4609541.372,113598.726
Adaptive2/halfing,1000000,16000000,0.020,0.650,4631977.031,28899.423
Adaptive3/halfing,1000000,16000000,0.020,0.650,4563681.009,33947.411
ParallelUnions/squashing,1000000,16000000,0.020,0.650,4637626.016,65797.084
Adaptive2/squashing,1000000,16000000,0.020,0.650,4671032.923,28255.253
Adaptive3/squashing,1000000,16000000,0.020,0.650,4575095.204,27331.837
Usual,1000000,64000000,0.020,0.650,4776901.456,26053.771
ParallelUnions/halfing,1000000,64000000,0.020,0.650,4940806.043,22927.613
Adaptive2/halfing,1000000,64000000,0.020,0.650,4782456.970,34965.429
Adaptive3/halfing,1000000,64000000,0.020,0.650,4725511.384,35842.555
ParallelUnions/squashing,1000000,64000000,0.020,0.650,4926885.441,26822.913
Adaptive2/squashing,1000000,64000000,0.020,0.650,4833352.368,38270.860
Adaptive3/squashing,1000000,64000000,0.020,0.650,4741274.233,26411.471
Usual,1000000,4000000,0.100,0.650,3311582.628,47956.497
ParallelUnions/halfing,1000000,4000000,0.100,0.650,3934981.609,130978.747
Adaptive2/halfing,1000000,4000000,0.100,0.650,3994386.982,53153.672
Adaptive3/halfing,1000000,4000000,0.100,0.650,3855955.249,58873.902
ParallelUnions/squashing,1000000,4000000,0.100,0.650,3948623.247,121756.836
Adaptive2/squashing,1000000,4000000,0.100,0.650,3999886.220,63788.736
Adaptive3/squashing,1000000,4000000,0.100,0.650,3835267.517,53229.136
Usual,1000000,16000000,0.100,0.650,4192853.962,28224.695
ParallelUnions/halfing,1000000,16000000,0.100,0.650,4594102.113,83392.092
Adaptive2/halfing,1000000,16000000,0.100,0.650,4529393.714,26555.693
Adaptive3/halfing,1000000,16000000,0.100,0.650,4417477.848,36758.599
ParallelUnions/squashing,1000000,16000000,0.100,0.650,4570782.693,95985.623
Adaptive2/squashing,1000000,16000000,0.100,0.650,4575310.001,33164.531
Adaptive3/squashing,1000000,16000000,0.100,0.650,4453342.671,31577.204
Usual,1000000,64000000,0.100,0.650,4873849.579,40492.920
ParallelUnions/halfing,1000000,64000000,0.100,0.650,4884949.681,27369.327
Adaptive2/halfing,1000000,64000000,0.100,0.650,4727437.068,50210.997
Adaptive3/halfing,1000000,64000000,0.100,0.650,4663109.730,55744.409
ParallelUnions/squashing,1000000,64000000,0.100,0.650,4890651.954,30521.316
Adaptive2/squashing,1000000,64000000,0.100,0.650,4757661.076,61758.915
Adaptive3/squashing,1000000,64000000,0.100,0.650,4677073.118,49450.875
Usual,1000000,4000000,0.300,0.650,2792721.600,432471.427
ParallelUnions/halfing,1000000,4000000,0.300,0.650,3818822.413,99853.760
Adaptive2/halfing,1000000,4000000,0.300,0.650,3683290.355,58773.594
Adaptive3/halfing,1000000,4000000,0.300,0.650,3585583.044,28788.609
ParallelUnions/squashing,1000000,4000000,0.300,0.650,3813072.611,104727.903
Adaptive2/squashing,1000000,4000000,0.300,0.650,3724285.839,90071.925
Adaptive3/squashing,1000000,4000000,0.300,0.650,3610741.861,68418.295
Usual,1000000,16000000,0.300,0.650,3933810.671,31580.962
ParallelUnions/halfing,1000000,16000000,0.300,0.650,4408658.587,101294.967
Adaptive2/halfing,1000000,16000000,0.300,0.650,4373033.646,49676.811
Adaptive3/halfing,1000000,16000000,0.300,0.650,4308918.530,66178.647
ParallelUnions/squashing,1000000,16000000,0.300,0.650,4435950.266,92384.205
Adaptive2/squashing,1000000,16000000,0.300,0.650,4393937.398,51623.959
Adaptive3/squashing,1000000,16000000,0.300,0.650,4294221.660,55544.713
Usual,1000000,64000000,0.300,0.650,4858772.875,20957.193
ParallelUnions/halfing,1000000,64000000,0.300,0.650,4891398.978,20276.336
Adaptive2/halfing,1000000,64000000,0.300,0.650,4643616.007,93179.965
Adaptive3/halfing,1000000,64000000,0.300,0.650,4577584.125,88022.216
ParallelUnions/squashing,1000000,64000000,0.300,0.650,4861276.415,31736.822
Adaptive2/squashing,1000000,64000000,0.300,0.650,4690786.482,108614.427
Adaptive3/squashing,1000000,64000000,0.300,0.650,4596106.579,79768.781
Usual,1000000,4000000,0.020,0.800,3698620.103,254635.087
ParallelUnions/halfing,1000000,4000000,0.020,0.800,3943920.147,185744.734
Adaptive2/halfing,1000000,4000000,0.020,0.800,4350386.292,27811.028
Adaptive3/halfing,1000000,4000000,0.020,0.800,4130250.931,36991.117
ParallelUnions/squashing,1000000,4000000,0.020,0.800,4074734.036,143067.944
Adaptive2/squashing,1000000,4000000,0.020,0.800,4338964.493,35658.620
Adaptive3/squashing,1000000,4000000,0.020,0.800,4091964.266,42886.225
Usual,1000000,16000000,0.020,0.800,4560126.339,42248.342
ParallelUnions/halfing,1000000,16000000,0.020,0.800,4922099.952,22927.392
Adaptive2/halfing,1000000,16000000,0.020,0.800,4737971.794,28753.961
Adaptive3/halfing,1000000,16000000,0.020,0.800,4641404.561,24324.912
ParallelUnions/squashing,1000000,16000000,0.020,0.800,4923263.043,19362.014
Adaptive2/squashing,1000000,16000000,0.020,0.800,4809277.725,19290.778
Adaptive3/squashing,1000000,16000000,0.020,0.800,4647961.823,24569.302
Usual,1000000,64000000,0.020,0.800,4954116.449,31800.893
ParallelUnions/halfing,1000000,64000000,0.020,0.800,5020886.755,35370.787
Adaptive2/halfing,1000000,64000000,0.020,0.800,4800380.875,55022.136
Adaptive3/halfing,1000000,64000000,0.020,0.800,4715428.939,43444.115
ParallelUnions/squashing,1000000,64000000,0.020,0.800,5007580.007,40418.950
Adaptive2/squashing,1000000,64000000,0.020,0.800,4846591.445,50164.222
Adaptive3/squashing,1000000,64000000,0.020,0.800,4733223.576,33075.664
Usual,1000000,4000000,0.100,0.800,3849756.288,34252.097
ParallelUnions/halfing,1000000,4000000,0.100,0.800,4293663.839,75465.076
Adaptive2/halfing,1000000,4000000,0.100,0.800,4239993.262,40243.364
Adaptive3/halfing,1000000,4000000,0.100,0.800,4082160.266,38818.486
ParallelUnions/squashing,1000000,4000000,0.100,0.800,4318881.117,50366.730
Adaptive2/squashing,1000000,4000000,0.100,0.800,4256627.198,40171.594
Adaptive3/squashing,1000000,4000000,0.100,0.800,4082457.352,45412.448
Usual,1000000,16000000,0.100,0.800,4682522.615,39711.366
ParallelUnions/halfing,1000000,16000000,0.100,0.800,4837734.799,27875.591
Adaptive2/halfing,1000000,16000000,0.100,0.800,4641092.585,25721.946
Adaptive3/halfing,1000000,16000000,0.100,0.800,4545936.949,32902.973
ParallelUnions/squashing,1000000,16000000,0.100,0.800,4868418.303,21044.444
Adaptive2/squashing,1000000,16000000,0.100,0.800,4709845.034,19104.071
Adaptive3/squashing,1000000,16000000,0.100,0.800,4537403.483,32169.475
Usual,1000000,64000000,0.100,0.800,4930403.509,56723.680
ParallelUnions/halfing,1000000,64000000,0.100,0.800,5005987.147,34178.376
Adaptive2/halfing,1000000,64000000,0.100,0.800,4757108.608,71601.664
Adaptive3/halfing,1000000,64000000,0.100,0.800,4674526.771,60091.740
ParallelUnions/squashing,1000000,64000000,0.100,0.800,4992915.376,40128.088
Adaptive2/squashing,1000000,64000000,0.100,0.800,4817971.917,64668.927
Adaptive3/squashing,1000000,64000000,0.100,0.800,4683620.999,51182.667
Usual,1000000,4000000,0.300,0.800,3410322.846,242542.914
ParallelUnions/halfing,1000000,4000000,0.300,0.800,4067299.982,163746.985
Adaptive2/halfing,1000000,4000000,0.300,0.800,3980764.733,50157.050
Adaptive3/halfing,1000000,4000000,0.300,0.800,3794815.585,38400.973
ParallelUnions/squashing,1000000,4000000,0.300,0.800,4084270.737,79847.418
Adaptive2/squashing,1000000,4000000,0.300,0.800,3962604.730,59097.395
Adaptive3/squashing,1000000,4000000,0.300,0.800,3787988.367,47288.353
Usual,1000000,16000000,0.300,0.800,4638596.827,41502.385
ParallelUnions/halfing,1000000,16000000,0.300,0.800,4683897.033,162979.992
Adaptive2/halfing,1000000,16000000,0.300,0.800,4508821.495,73258.112
Adaptive3/halfing,1000000,16000000,0.300,0.800,4392217.747,74239.389
ParallelUnions/squashing,1000000,16000000,0.300,0.800,4667277.638,144331.779
Adaptive2/squashing,1000000,16000000,0.300,0.800,4522134.935,80669.792
Adaptive3/squashing,1000000,16000000,0.300,0.800,4386665.823,84482.781
Usual,1000000,64000000,0.300,0.800,4951115.970,27100.887
ParallelUnions/halfing,1000000,64000000,0.300,0.800,4931951.371,44187.388
Adaptive2/halfing,1000000,64000000,0.300,0.800,4663109.863,131381.817
Adaptive3/halfing,1000000,64000000,0.300,0.800,4563957.197,94797.867
ParallelUnions/squashing,1000000,64000000,0.300,0.800,4943209.241,42386.853
Adaptive2/squashing,1000000,64000000,0.300,0.800,4697555.322,131238.185
Adaptive3/squashing,1000000,64000000,0.300,0.800,4587332.087,92981.917
Usual,1000000,4000000,0.020,0.950,4511112.927,110693.254
ParallelUnions/halfing,1000000,4000000,0.020,0.950,4814316.387,32615.128
Adaptive2/halfing,1000000,4000000,0.020,0.950,4727268.616,20860.401
Adaptive3/halfing,1000000,4000000,0.020,0.950,4500139.720,28957.052
ParallelUnions/squashing,1000000,4000000,0.020,0.950,4832723.289,35009.548
Adaptive2/squashing,1000000,4000000,0.020,0.950,4731252.262,26496.853
Adaptive3/squashing,1000000,4000000,0.020,0.950,4476839.786,32468.907
Usual,1000000,16000000,0.020,0.950,4996618.663,24726.141
ParallelUnions/halfing,1000000,16000000,0.020,0.950,5052818.639,40950.704
Adaptive2/halfing,1000000,16000000,0.020,0.950,4814727.569,54963.000
Adaptive3/halfing,1000000,16000000,0.020,0.950,4674898.047,38574.911
ParallelUnions/squashing,1000000,16000000,0.020,0.950,5051515.837,39769.170
Adaptive2/squashing,1000000,16000000,0.020,0.950,4876807.145,35134.214
Adaptive3/squashing,1000000,16000000,0.020,0.950,4684615.991,28420.254
Usual,1000000,64000000,0.020,0.950,5067469.503,39678.427
ParallelUnions/halfing,1000000,64000000,0.020,0.950,5111463.251,41879.818
Adaptive2/halfing,1000000,64000000,0.020,0.950,4876852.611,48792.368
Adaptive3/halfing,1000000,64000000,0.020,0.950,4716832.693,39832.076
ParallelUnions/squashing,1000000,64000000,0.020,0.950,5075348.401,39929.246
Adaptive2/squashing,1000000,64000000,0.020,0.950,4894368.592,42622.016
Adaptive3/squashing,1000000,64000000,0.020,0.950,4739673.368,41252.807
Usual,1000000,4000000,0.100,0.950,4617103.794,37000.969
ParallelUnions/halfing,1000000,4000000,0.100,0.950,4765400.902,26982.507
Adaptive2/halfing,1000000,4000000,0.100,0.950,4591868.426,34638.402
Adaptive3/halfing,1000000,4000000,0.100,0.950,4376500.227,24548.311
ParallelUnions/squashing,1000000,4000000,0.100,0.950,4795234.391,25318.314
Adaptive2/squashing,1000000,4000000,0.100,0.950,4608211.608,41113.083
Adaptive3/squashing,1000000,4000000,0.100,0.950,4342904.329,30243.414
Usual,1000000,16000000,0.100,0.950,4936776.391,26802.599
ParallelUnions/halfing,1000000,16000000,0.100,0.950,5047967.255,35422.193
Adaptive2/halfing,1000000,16000000,0.100,0.950,4756892.548,57785.067
Adaptive3/halfing,1000000,16000000,0.100,0.950,4614897.242,55934.726
ParallelUnions/squashing,1000000,16000000,0.100,0.950,5031178.062,37667.043
Adaptive2/squashing,1000000,16000000,0.100,0.950,4807008.009,41585.303
Adaptive3/squashing,1000000,16000000,0.100,0.950,4615218.341,48636.012
Usual,1000000,64000000,0.100,0.950,5048802.220,40748.607
ParallelUnions/halfing,1000000,64000000,0.100,0.950,5092304.042,37029.799
Adaptive2/halfing,1000000,64000000,0.100,0.950,4827376.889,74357.040
Adaptive3/halfing,1000000,64000000,0.100,0.950,4666488.007,60386.724
ParallelUnions/squashing,1000000,64000000,0.100,0.950,5085465.388,37374.551
Adaptive2/squashing,1000000,64000000,0.100,0.950,4864077.475,72817.588
Adaptive3/squashing,1000000,64000000,0.100,0.950,4689947.023,57034.236
Usual,1000000,4000000,0.300,0.950,4463846.109,76499.271
ParallelUnions/halfing,1000000,4000000,0.300,0.950,4706608.603,30800.366
Adaptive2/halfing,1000000,4000000,0.300,0.950,4397549.467,30795.341
Adaptive3/halfing,1000000,4000000,0.300,0.950,4167825.796,28975.590
ParallelUnions/squashing,1000000,4000000,0.300,0.950,4704062.363,27536.371
Adaptive2/squashing,1000000,4000000,0.300,0.950,4397068.911,40680.486
Adaptive3/squashing,1000000,4000000,0.300,0.950,4178859.853,42503.527
Usual,1000000,16000000,0.300,0.950,4955804.405,26333.350
ParallelUnions/halfing,1000000,16000000,0.300,0.950,5005466.160,37116.193
Adaptive2/halfing,1000000,16000000,0.300,0.950,4677689.135,92078.145
Adaptive3/halfing,1000000,16000000,0.300,0.950,4548668.603,52389.336
ParallelUnions/squashing,1000000,16000000,0.300,0.950,5011771.835,38095.758
Adaptive2/squashing,1000000,16000000,0.300,0.950,4720135.908,79797.465
Adaptive3/squashing,1000000,16000000,0.300,0.950,4554207.954,51636.872
Usual,1000000,64000000,0.300,0.950,5035536.337,43087.904
ParallelUnions/halfing,1000000,64000000,0.300,0.950,5074177.579,45266.469
