DSU,Stage,N,E,ipf,ssf,shuffle,Score,Score Error
ParallelUnions/halfing:this_node_read,0,1000000,4000000,0.1,0,true,0.000,0.000
ParallelUnions/halfing:cross_node_write,0,1000000,4000000,0.1,0,true,1999324.000,8.764
ParallelUnions/halfing:this_node_read_success,0,1000000,4000000,0.1,0,true,0.000,0.000
ParallelUnions/halfing:this_node_write,0,1000000,4000000,0.1,0,true,1999324.000,8.764
ParallelUnions/halfing:global_data_read_write,0,1000000,4000000,0.1,0,true,2001010.167,127.703
ParallelUnions/halfing:same_set_requests_true,0,1000000,4000000,0.1,0,true,0.000,0.000
ParallelUnions/halfing:same_set_requests_false,0,1000000,4000000,0.1,0,true,0.000,0.000
ParallelUnions/halfing:union_requests,0,1000000,4000000,0.1,0,true,4000000.000,0.000
ParallelUnions/halfing,1,1000000,400,0.1,0.9999,true,2394871.582,344939.499
ParallelUnions/halfing:cross_node_read,1,1000000,400,0.1,0.9999,true,31221482.500,1516925.819
ParallelUnions/halfing:this_node_read,1,1000000,400,0.1,0.9999,true,2655.500,56.415
ParallelUnions/halfing:cross_node_write,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_read_success,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_write,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/halfing:global_data_read_write,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/halfing:same_set_requests_true,1,1000000,400,0.1,0.9999,true,3996949.500,42.175
ParallelUnions/halfing:same_set_requests_false,1,1000000,400,0.1,0.9999,true,2655.500,56.415
ParallelUnions/halfing:union_requests,1,1000000,400,0.1,0.9999,true,395.000,14.241
ParallelUnions/halfing,2,1000000,400,0.1,0.9999,true,2532133.161,360329.475
ParallelUnions/halfing:cross_node_read,2,1000000,400,0.1,0.9999,true,1.000,1.095
ParallelUnions/halfing:this_node_read,2,1000000,400,0.1,0.9999,true,5986985.500,61930.180
ParallelUnions/halfing:cross_node_write,2,1000000,400,0.1,0.9999,true,2.000,2.191
ParallelUnions/halfing:this_node_read_success,2,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_write,2,1000000,400,0.1,0.9999,true,1168167.333,14568.067
ParallelUnions/halfing:global_data_read_write,2,1000000,400,0.1,0.9999,true,2.000,2.191
ParallelUnions/halfing:same_set_requests_true,2,1000000,400,0.1,0.9999,true,3996922.500,21.361
ParallelUnions/halfing:same_set_requests_false,2,1000000,400,0.1,0.9999,true,2687.500,29.029
ParallelUnions/halfing:union_requests,2,1000000,400,0.1,0.9999,true,390.000,7.668
ParallelUnions/squashing,0,1000000,4000000,0.1,0,true,1427879.046,178495.336
ParallelUnions/squashing:cross_node_read,0,1000000,4000000,0.1,0,true,27662481.000,1783272.753
ParallelUnions/squashing:this_node_read,0,1000000,4000000,0.1,0,true,0.000,0.000
ParallelUnions/squashing:cross_node_write,0,1000000,4000000,0.1,0,true,1999324.000,8.764
ParallelUnions/squashing:this_node_read_success,0,1000000,4000000,0.1,0,true,0.000,0.000
ParallelUnions/squashing:this_node_write,0,1000000,4000000,0.1,0,true,1999324.000,8.764
ParallelUnions/squashing:global_data_read_write,0,1000000,4000000,0.1,0,true,2001087.000,250.969
ParallelUnions/squashing:same_set_requests_true,0,1000000,4000000,0.1,0,true,0.000,0.000
ParallelUnions/squashing:same_set_requests_false,0,1000000,4000000,0.1,0,true,0.000,0.000
ParallelUnions/squashing:union_requests,0,1000000,4000000,0.1,0,true,4000000.000,0.000
ParallelUnions/squashing,1,1000000,400,0.1,0.9999,true,2384597.880,545978.828
ParallelUnions/squashing:cross_node_read,1,1000000,400,0.1,0.9999,true,28220851.500,2104844.413
ParallelUnions/squashing:this_node_read,1,1000000,400,0.1,0.9999,true,2655.500,56.415
ParallelUnions/squashing:cross_node_write,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_read_success,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_write,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:global_data_read_write,1,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:same_set_requests_true,1,1000000,400,0.1,0.9999,true,3996949.500,42.175
ParallelUnions/squashing:same_set_requests_false,1,1000000,400,0.1,0.9999,true,2655.500,56.415
ParallelUnions/squashing:union_requests,1,1000000,400,0.1,0.9999,true,395.000,14.241
ParallelUnions/squashing,2,1000000,400,0.1,0.9999,true,2772976.062,311333.393
ParallelUnions/squashing:cross_node_read,2,1000000,400,0.1,0.9999,true,1.000,1.095
ParallelUnions/squashing:this_node_read,2,1000000,400,0.1,0.9999,true,5404794.833,132374.111
ParallelUnions/squashing:cross_node_write,2,1000000,400,0.1,0.9999,true,2.000,2.191
ParallelUnions/squashing:this_node_read_success,2,1000000,400,0.1,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_write,2,1000000,400,0.1,0.9999,true,1163092.333,37367.963
ParallelUnions/squashing:global_data_read_write,2,1000000,400,0.1,0.9999,true,2.000,2.191
ParallelUnions/squashing:same_set_requests_true,2,1000000,400,0.1,0.9999,true,3996922.500,21.361
ParallelUnions/squashing:same_set_requests_false,2,1000000,400,0.1,0.9999,true,2687.500,29.029
ParallelUnions/squashing:union_requests,2,1000000,400,0.1,0.9999,true,390.000,7.668

