DSU,N,E,interpairFraction,sameSetFraction,Score,Score Error
AdaptiveLocks/squashing,1000000,4000000,0.300,0.100,2761596.566,80025.308
LazyUnions/squashing,1000000,4000000,0.300,0.100,2975944.829,82355.023
Usual,1000000,16000000,0.300,0.100,2991297.861,163471.206
SeveralDSU,1000000,16000000,0.300,0.100,3658290.329,85635.731
ParallelUnions/halfing,1000000,16000000,0.300,0.100,3996901.087,82945.740
Adaptive/halfing,1000000,16000000,0.300,0.100,3924906.189,56756.285
AdaptiveLocks/halfing,1000000,16000000,0.300,0.100,3904471.051,48146.740
LazyUnions/halfing,1000000,16000000,0.300,0.100,4018240.247,53974.705
ParallelUnions/squashing,1000000,16000000,0.300,0.100,3501680.999,214029.575
Adaptive/squashing,1000000,16000000,0.300,0.100,3893973.510,57140.145
AdaptiveLocks/squashing,1000000,16000000,0.300,0.100,3835181.806,50480.426
LazyUnions/squashing,1000000,16000000,0.300,0.100,3965665.212,62043.952
Usual,1000000,64000000,0.300,0.100,4528130.529,25711.182
SeveralDSU,1000000,64000000,0.300,0.100,4620154.770,34225.531
ParallelUnions/halfing,1000000,64000000,0.300,0.100,4912757.723,27897.200
Adaptive/halfing,1000000,64000000,0.300,0.100,4457464.775,24364.420
AdaptiveLocks/halfing,1000000,64000000,0.300,0.100,4409624.562,23927.608
LazyUnions/halfing,1000000,64000000,0.300,0.100,4416059.034,35139.842
ParallelUnions/squashing,1000000,64000000,0.300,0.100,4865498.066,52128.591
Adaptive/squashing,1000000,64000000,0.300,0.100,4459499.221,25042.964
AdaptiveLocks/squashing,1000000,64000000,0.300,0.100,4418767.129,24504.562
LazyUnions/squashing,1000000,64000000,0.300,0.100,4478888.180,30144.419
Usual,1000000,4000000,0.500,0.100,2156468.400,119911.041
SeveralDSU,1000000,4000000,0.500,0.100,2177006.474,82992.772
ParallelUnions/halfing,1000000,4000000,0.500,0.100,2672252.339,315909.390
Adaptive/halfing,1000000,4000000,0.500,0.100,2776098.441,135677.101
AdaptiveLocks/halfing,1000000,4000000,0.500,0.100,2622992.992,139638.805
LazyUnions/halfing,1000000,4000000,0.500,0.100,2830404.866,124819.825
ParallelUnions/squashing,1000000,4000000,0.500,0.100,2256972.715,771473.457
Adaptive/squashing,1000000,4000000,0.500,0.100,2645650.957,364842.993
AdaptiveLocks/squashing,1000000,4000000,0.500,0.100,2573022.219,241794.734
LazyUnions/squashing,1000000,4000000,0.500,0.100,2729776.932,216504.632
Usual,1000000,16000000,0.500,0.100,3715890.345,74529.750
SeveralDSU,1000000,16000000,0.500,0.100,3716105.740,99670.720
ParallelUnions/halfing,1000000,16000000,0.500,0.100,4095737.645,74477.873
Adaptive/halfing,1000000,16000000,0.500,0.100,3972821.630,26081.173
AdaptiveLocks/halfing,1000000,16000000,0.500,0.100,3854270.271,26066.072
LazyUnions/halfing,1000000,16000000,0.500,0.100,3923631.939,44821.736
ParallelUnions/squashing,1000000,16000000,0.500,0.100,3689010.306,123928.720
Adaptive/squashing,1000000,16000000,0.500,0.100,3849592.880,53706.699
AdaptiveLocks/squashing,1000000,16000000,0.500,0.100,3768195.861,27728.841
LazyUnions/squashing,1000000,16000000,0.500,0.100,3946187.645,43222.734
Usual,1000000,64000000,0.500,0.100,4450277.710,122993.216
SeveralDSU,1000000,64000000,0.500,0.100,4592389.855,32522.516
ParallelUnions/halfing,1000000,64000000,0.500,0.100,4800925.259,55400.158
Adaptive/halfing,1000000,64000000,0.500,0.100,4311152.516,41991.702
AdaptiveLocks/halfing,1000000,64000000,0.500,0.100,4340897.434,33432.613
LazyUnions/halfing,1000000,64000000,0.500,0.100,4419398.253,68853.590
ParallelUnions/squashing,1000000,64000000,0.500,0.100,4636978.938,167963.442
Adaptive/squashing,1000000,64000000,0.500,0.100,4363959.085,59249.877
AdaptiveLocks/squashing,1000000,64000000,0.500,0.100,4334365.044,53657.986
LazyUnions/squashing,1000000,64000000,0.500,0.100,4415211.837,79774.619
Usual,1000000,4000000,0.100,0.200,2090117.577,260274.207
SeveralDSU,1000000,4000000,0.100,0.200,2381490.312,55550.146
ParallelUnions/halfing,1000000,4000000,0.100,0.200,3132134.173,300497.676
Adaptive/halfing,1000000,4000000,0.100,0.200,3409716.460,81727.516
AdaptiveLocks/halfing,1000000,4000000,0.100,0.200,3259834.617,124501.328
LazyUnions/halfing,1000000,4000000,0.100,0.200,3336838.215,111860.783
ParallelUnions/squashing,1000000,4000000,0.100,0.200,2835494.898,648718.502
Adaptive/squashing,1000000,4000000,0.100,0.200,3397101.932,193550.756
AdaptiveLocks/squashing,1000000,4000000,0.100,0.200,3226295.477,189576.346
LazyUnions/squashing,1000000,4000000,0.100,0.200,3309411.275,143152.435
Usual,1000000,16000000,0.100,0.200,3700672.788,221463.682
SeveralDSU,1000000,16000000,0.100,0.200,3860610.553,38047.959
ParallelUnions/halfing,1000000,16000000,0.100,0.200,4450776.126,50285.006
Adaptive/halfing,1000000,16000000,0.100,0.200,4193819.576,57234.303
AdaptiveLocks/halfing,1000000,16000000,0.100,0.200,4170851.698,70499.001
LazyUnions/halfing,1000000,16000000,0.100,0.200,4249471.195,40104.318
ParallelUnions/squashing,1000000,16000000,0.100,0.200,4313012.721,128747.094
Adaptive/squashing,1000000,16000000,0.100,0.200,4263475.237,65412.082
AdaptiveLocks/squashing,1000000,16000000,0.100,0.200,4177645.384,76581.914
LazyUnions/squashing,1000000,16000000,0.100,0.200,4255577.859,41227.466
Usual,1000000,64000000,0.100,0.200,4652904.266,40447.442
SeveralDSU,1000000,64000000,0.100,0.200,4713722.145,26072.963
ParallelUnions/halfing,1000000,64000000,0.100,0.200,4950305.035,54053.118
Adaptive/halfing,1000000,64000000,0.100,0.200,4546635.574,52258.053
AdaptiveLocks/halfing,1000000,64000000,0.100,0.200,4492351.342,56738.635
LazyUnions/halfing,1000000,64000000,0.100,0.200,4510149.040,34143.356
ParallelUnions/squashing,1000000,64000000,0.100,0.200,4871320.805,74596.042
Adaptive/squashing,1000000,64000000,0.100,0.200,4522423.725,69222.567
AdaptiveLocks/squashing,1000000,64000000,0.100,0.200,4480562.268,67237.703
LazyUnions/squashing,1000000,64000000,0.100,0.200,4545534.909,33124.620
Usual,1000000,4000000,0.300,0.200,2150629.251,155938.279
SeveralDSU,1000000,4000000,0.300,0.200,2431282.643,107916.706
ParallelUnions/halfing,1000000,4000000,0.300,0.200,2857176.625,96627.937
Adaptive/halfing,1000000,4000000,0.300,0.200,3094828.517,86670.415
AdaptiveLocks/halfing,1000000,4000000,0.300,0.200,2950906.220,81431.702
LazyUnions/halfing,1000000,4000000,0.300,0.200,3104773.057,86617.538
ParallelUnions/squashing,1000000,4000000,0.300,0.200,2452426.418,413661.876
Adaptive/squashing,1000000,4000000,0.300,0.200,3062742.156,147513.211
AdaptiveLocks/squashing,1000000,4000000,0.300,0.200,2886275.497,107268.399
LazyUnions/squashing,1000000,4000000,0.300,0.200,3061075.082,122409.310
Usual,1000000,16000000,0.300,0.200,3545052.656,395196.523
SeveralDSU,1000000,16000000,0.300,0.200,3809512.547,39010.665
ParallelUnions/halfing,1000000,16000000,0.300,0.200,4404781.315,46044.488
Adaptive/halfing,1000000,16000000,0.300,0.200,4124423.818,39202.589
AdaptiveLocks/halfing,1000000,16000000,0.300,0.200,3983583.510,69044.707
LazyUnions/halfing,1000000,16000000,0.300,0.200,4055885.712,38882.143
ParallelUnions/squashing,1000000,16000000,0.300,0.200,4248763.803,147239.056
Adaptive/squashing,1000000,16000000,0.300,0.200,4144647.109,42397.653
AdaptiveLocks/squashing,1000000,16000000,0.300,0.200,4043355.594,47422.933
LazyUnions/squashing,1000000,16000000,0.300,0.200,4130498.510,30624.216
Usual,1000000,64000000,0.300,0.200,4624073.671,50776.748
SeveralDSU,1000000,64000000,0.300,0.200,4682419.867,29351.579
ParallelUnions/halfing,1000000,64000000,0.300,0.200,4867178.906,53584.684
Adaptive/halfing,1000000,64000000,0.300,0.200,4370665.382,37268.814
AdaptiveLocks/halfing,1000000,64000000,0.300,0.200,4384708.184,34368.723
LazyUnions/halfing,1000000,64000000,0.300,0.200,4469774.499,38513.530
ParallelUnions/squashing,1000000,64000000,0.300,0.200,4803404.061,77367.878
Adaptive/squashing,1000000,64000000,0.300,0.200,4455373.613,31645.002
AdaptiveLocks/squashing,1000000,64000000,0.300,0.200,4395055.299,33961.876
LazyUnions/squashing,1000000,64000000,0.300,0.200,4460794.182,43057.264
Usual,1000000,4000000,0.500,0.200,1591870.992,42195.745
SeveralDSU,1000000,4000000,0.500,0.200,2088483.578,51172.367
ParallelUnions/halfing,1000000,4000000,0.500,0.200,3004713.564,144960.571
Adaptive/halfing,1000000,4000000,0.500,0.200,3003578.418,96980.812
AdaptiveLocks/halfing,1000000,4000000,0.500,0.200,2794308.897,55261.011
LazyUnions/halfing,1000000,4000000,0.500,0.200,2969040.949,55051.747
ParallelUnions/squashing,1000000,4000000,0.500,0.200,2881691.706,278251.320
Adaptive/squashing,1000000,4000000,0.500,0.200,3025365.609,132020.275
AdaptiveLocks/squashing,1000000,4000000,0.500,0.200,2846688.562,87906.909
LazyUnions/squashing,1000000,4000000,0.500,0.200,3042349.887,67374.370
Usual,1000000,16000000,0.500,0.200,3462209.467,252780.469
SeveralDSU,1000000,16000000,0.500,0.200,3870930.815,44883.662
ParallelUnions/halfing,1000000,16000000,0.500,0.200,4290928.775,40484.572
Adaptive/halfing,1000000,16000000,0.500,0.200,3958128.807,45123.319
AdaptiveLocks/halfing,1000000,16000000,0.500,0.200,3918185.085,36066.552
LazyUnions/halfing,1000000,16000000,0.500,0.200,4045335.151,45732.458
ParallelUnions/squashing,1000000,16000000,0.500,0.200,4120518.234,79306.509
Adaptive/squashing,1000000,16000000,0.500,0.200,4008013.755,37928.712
AdaptiveLocks/squashing,1000000,16000000,0.500,0.200,3922976.471,42068.030
LazyUnions/squashing,1000000,16000000,0.500,0.200,4065501.878,36801.134
Usual,1000000,64000000,0.500,0.200,4563814.635,57214.934
SeveralDSU,1000000,64000000,0.500,0.200,4713847.725,33431.013
ParallelUnions/halfing,1000000,64000000,0.500,0.200,4797634.243,29589.543
Adaptive/halfing,1000000,64000000,0.500,0.200,4371351.967,25777.470
AdaptiveLocks/halfing,1000000,64000000,0.500,0.200,4321661.786,28597.084
LazyUnions/halfing,1000000,64000000,0.500,0.200,4357352.944,44999.055
ParallelUnions/squashing,1000000,64000000,0.500,0.200,4575539.452,55505.560
Adaptive/squashing,1000000,64000000,0.500,0.200,4334407.120,27401.322
AdaptiveLocks/squashing,1000000,64000000,0.500,0.200,4305966.688,25166.303
LazyUnions/squashing,1000000,64000000,0.500,0.200,4417912.009,38033.694
Usual,1000000,4000000,0.100,0.300,1906152.562,242385.858
SeveralDSU,1000000,4000000,0.100,0.300,2497064.516,91908.174
ParallelUnions/halfing,1000000,4000000,0.100,0.300,3252737.232,262842.831
Adaptive/halfing,1000000,4000000,0.100,0.300,3416363.780,120526.711
AdaptiveLocks/halfing,1000000,4000000,0.100,0.300,3366979.829,104964.524
LazyUnions/halfing,1000000,4000000,0.100,0.300,3465337.766,73905.939
ParallelUnions/squashing,1000000,4000000,0.100,0.300,2877983.014,419202.289
Adaptive/squashing,1000000,4000000,0.100,0.300,3432881.431,154455.493
AdaptiveLocks/squashing,1000000,4000000,0.100,0.300,3274838.375,110160.430
LazyUnions/squashing,1000000,4000000,0.100,0.300,3440052.768,110850.693
Usual,1000000,16000000,0.100,0.300,3817752.297,203392.071
SeveralDSU,1000000,16000000,0.100,0.300,3949745.319,40257.242
ParallelUnions/halfing,1000000,16000000,0.100,0.300,4432936.091,50475.194
Adaptive/halfing,1000000,16000000,0.100,0.300,4256651.449,64022.613
AdaptiveLocks/halfing,1000000,16000000,0.100,0.300,4178813.857,68998.526
LazyUnions/halfing,1000000,16000000,0.100,0.300,4215160.747,39229.620
ParallelUnions/squashing,1000000,16000000,0.100,0.300,4247695.234,159334.438
Adaptive/squashing,1000000,16000000,0.100,0.300,4245512.439,70193.995
AdaptiveLocks/squashing,1000000,16000000,0.100,0.300,4184567.419,69511.675
LazyUnions/squashing,1000000,16000000,0.100,0.300,4237751.312,38566.315
Usual,1000000,64000000,0.100,0.300,4727142.805,49708.525
SeveralDSU,1000000,64000000,0.100,0.300,4706445.974,36626.471
ParallelUnions/halfing,1000000,64000000,0.100,0.300,4910268.271,56717.668
Adaptive/halfing,1000000,64000000,0.100,0.300,4455515.995,58080.930
AdaptiveLocks/halfing,1000000,64000000,0.100,0.300,4480581.280,59371.250
LazyUnions/halfing,1000000,64000000,0.100,0.300,4546540.068,30679.791
ParallelUnions/squashing,1000000,64000000,0.100,0.300,4867114.500,115476.423
Adaptive/squashing,1000000,64000000,0.100,0.300,4516210.637,58281.180
AdaptiveLocks/squashing,1000000,64000000,0.100,0.300,4492008.720,71732.094
LazyUnions/squashing,1000000,64000000,0.100,0.300,4538938.536,41010.856
Usual,1000000,4000000,0.300,0.300,2254273.297,131603.835
SeveralDSU,1000000,4000000,0.300,0.300,2597579.634,48881.748
ParallelUnions/halfing,1000000,4000000,0.300,0.300,3017705.393,61791.021
Adaptive/halfing,1000000,4000000,0.300,0.300,3185498.273,111403.443
AdaptiveLocks/halfing,1000000,4000000,0.300,0.300,3020806.303,95462.293
LazyUnions/halfing,1000000,4000000,0.300,0.300,3138477.729,63484.886
ParallelUnions/squashing,1000000,4000000,0.300,0.300,2751814.770,236641.832
Adaptive/squashing,1000000,4000000,0.300,0.300,3145443.043,158961.729
AdaptiveLocks/squashing,1000000,4000000,0.300,0.300,2982114.283,115298.621
LazyUnions/squashing,1000000,4000000,0.300,0.300,3154816.664,119895.493
Usual,1000000,16000000,0.300,0.300,3960412.986,86200.350
SeveralDSU,1000000,16000000,0.300,0.300,3958183.833,43522.474
ParallelUnions/halfing,1000000,16000000,0.300,0.300,4348018.423,154300.474
Adaptive/halfing,1000000,16000000,0.300,0.300,4055196.336,58868.107
AdaptiveLocks/halfing,1000000,16000000,0.300,0.300,4033218.742,58945.010
LazyUnions/halfing,1000000,16000000,0.300,0.300,4109547.383,40195.749
ParallelUnions/squashing,1000000,16000000,0.300,0.300,4063604.827,460478.053
Adaptive/squashing,1000000,16000000,0.300,0.300,4084369.283,102172.894
AdaptiveLocks/squashing,1000000,16000000,0.300,0.300,4015902.816,90297.998
LazyUnions/squashing,1000000,16000000,0.300,0.300,4104675.318,68221.675
Usual,1000000,64000000,0.300,0.300,4451497.227,44163.979
SeveralDSU,1000000,64000000,0.300,0.300,4644296.904,29948.369
ParallelUnions/halfing,1000000,64000000,0.300,0.300,4914349.460,47795.130
Adaptive/halfing,1000000,64000000,0.300,0.300,4416132.173,33636.996
AdaptiveLocks/halfing,1000000,64000000,0.300,0.300,4395811.299,32457.479
LazyUnions/halfing,1000000,64000000,0.300,0.300,4419156.232,56323.898
ParallelUnions/squashing,1000000,64000000,0.300,0.300,4843349.840,87260.492
Adaptive/squashing,1000000,64000000,0.300,0.300,4448124.402,34015.843
AdaptiveLocks/squashing,1000000,64000000,0.300,0.300,4398319.983,37648.871
LazyUnions/squashing,1000000,64000000,0.300,0.300,4477707.706,40245.773
Usual,1000000,4000000,0.500,0.300,2411929.543,78751.770
SeveralDSU,1000000,4000000,0.500,0.300,2547770.906,173224.879
ParallelUnions/halfing,1000000,4000000,0.500,0.300,2884248.285,239087.074
Adaptive/halfing,1000000,4000000,0.500,0.300,2963316.238,127293.941
AdaptiveLocks/halfing,1000000,4000000,0.500,0.300,2825140.686,86282.376
LazyUnions/halfing,1000000,4000000,0.500,0.300,3048272.430,84860.354
ParallelUnions/squashing,1000000,4000000,0.500,0.300,2433702.340,537361.876
Adaptive/squashing,1000000,4000000,0.500,0.300,2879317.560,264627.862
AdaptiveLocks/squashing,1000000,4000000,0.500,0.300,2734859.978,243430.247
LazyUnions/squashing,1000000,4000000,0.500,0.300,2988586.669,154428.915
Usual,1000000,16000000,0.500,0.300,3760256.146,92383.906
SeveralDSU,1000000,16000000,0.500,0.300,3997951.848,64044.076
ParallelUnions/halfing,1000000,16000000,0.500,0.300,4348723.954,72408.385
Adaptive/halfing,1000000,16000000,0.500,0.300,4061476.031,41422.093
AdaptiveLocks/halfing,1000000,16000000,0.500,0.300,3966275.064,32756.851
LazyUnions/halfing,1000000,16000000,0.500,0.300,4023780.836,41832.826
ParallelUnions/squashing,1000000,16000000,0.500,0.300,4110569.536,94547.575
Adaptive/squashing,1000000,16000000,0.500,0.300,4008525.529,51857.141
AdaptiveLocks/squashing,1000000,16000000,0.500,0.300,3935830.605,60246.611
LazyUnions/squashing,1000000,16000000,0.500,0.300,4086522.137,51145.326
Usual,1000000,64000000,0.500,0.300,4598247.833,102113.687
SeveralDSU,1000000,64000000,0.500,0.300,4675450.979,47418.878
ParallelUnions/halfing,1000000,64000000,0.500,0.300,4848046.284,33702.387
Adaptive/halfing,1000000,64000000,0.500,0.300,4336506.352,50201.282
AdaptiveLocks/halfing,1000000,64000000,0.500,0.300,4350251.352,25915.535
LazyUnions/halfing,1000000,64000000,0.500,0.300,4420956.086,37522.520
ParallelUnions/squashing,1000000,64000000,0.500,0.300,4828477.467,34628.399
Adaptive/squashing,1000000,64000000,0.500,0.300,4405711.348,25059.383
AdaptiveLocks/squashing,1000000,64000000,0.500,0.300,4361487.698,33613.589
LazyUnions/squashing,1000000,64000000,0.500,0.300,4454919.111,34863.056
Usual,1000000,4000000,0.100,0.400,2242201.043,331026.785
SeveralDSU,1000000,4000000,0.100,0.400,2615500.832,159985.865
ParallelUnions/halfing,1000000,4000000,0.100,0.400,3398267.829,349140.222
Adaptive/halfing,1000000,4000000,0.100,0.400,3584607.507,131290.993
AdaptiveLocks/halfing,1000000,4000000,0.100,0.400,3435843.658,118021.427
LazyUnions/halfing,1000000,4000000,0.100,0.400,3513138.760,86365.278
ParallelUnions/squashing,1000000,4000000,0.100,0.400,3026872.980,596729.580
Adaptive/squashing,1000000,4000000,0.100,0.400,3492004.861,150498.614
AdaptiveLocks/squashing,1000000,4000000,0.100,0.400,3350548.224,168754.580
LazyUnions/squashing,1000000,4000000,0.100,0.400,3531354.500,108235.608
Usual,1000000,16000000,0.100,0.400,3633362.990,85790.090
SeveralDSU,1000000,16000000,0.100,0.400,4135077.732,91891.436
ParallelUnions/halfing,1000000,16000000,0.100,0.400,4612026.331,45698.030
Adaptive/halfing,1000000,16000000,0.100,0.400,4221362.324,72775.780
AdaptiveLocks/halfing,1000000,16000000,0.100,0.400,4223024.391,63117.123
LazyUnions/halfing,1000000,16000000,0.100,0.400,4307295.708,37776.158
ParallelUnions/squashing,1000000,16000000,0.100,0.400,4597819.171,56388.476
Adaptive/squashing,1000000,16000000,0.100,0.400,4296091.064,61375.453
AdaptiveLocks/squashing,1000000,16000000,0.100,0.400,4229293.233,60531.362
LazyUnions/squashing,1000000,16000000,0.100,0.400,4327024.408,32989.511
Usual,1000000,64000000,0.100,0.400,4636464.309,145628.401
SeveralDSU,1000000,64000000,0.100,0.400,4747697.632,25504.481
ParallelUnions/halfing,1000000,64000000,0.100,0.400,4941495.802,34888.992
Adaptive/halfing,1000000,64000000,0.100,0.400,4483447.574,54583.286
AdaptiveLocks/halfing,1000000,64000000,0.100,0.400,4449339.926,59447.897
LazyUnions/halfing,1000000,64000000,0.100,0.400,4485186.680,34948.495
ParallelUnions/squashing,1000000,64000000,0.100,0.400,4847176.406,73637.198
Adaptive/squashing,1000000,64000000,0.100,0.400,4504489.161,53666.864
AdaptiveLocks/squashing,1000000,64000000,0.100,0.400,4461686.681,56572.994
LazyUnions/squashing,1000000,64000000,0.100,0.400,4541782.141,23306.993
Usual,1000000,4000000,0.300,0.400,2376659.809,106544.056
SeveralDSU,1000000,4000000,0.300,0.400,2527378.388,230329.027
ParallelUnions/halfing,1000000,4000000,0.300,0.400,3282460.135,135642.818
Adaptive/halfing,1000000,4000000,0.300,0.400,3263846.348,91093.418
AdaptiveLocks/halfing,1000000,4000000,0.300,0.400,3187347.431,81820.286
LazyUnions/halfing,1000000,4000000,0.300,0.400,3326966.443,63508.935
ParallelUnions/squashing,1000000,4000000,0.300,0.400,3035142.160,303483.116
Adaptive/squashing,1000000,4000000,0.300,0.400,3285094.780,116590.019
AdaptiveLocks/squashing,1000000,4000000,0.300,0.400,3170134.999,83089.670
LazyUnions/squashing,1000000,4000000,0.300,0.400,3351154.861,65651.058
Usual,1000000,16000000,0.300,0.400,4048056.750,71456.525
SeveralDSU,1000000,16000000,0.300,0.400,4122743.672,55917.971
ParallelUnions/halfing,1000000,16000000,0.300,0.400,4438402.988,124024.583
Adaptive/halfing,1000000,16000000,0.300,0.400,4135019.863,57137.121
AdaptiveLocks/halfing,1000000,16000000,0.300,0.400,4045455.928,50203.563
LazyUnions/halfing,1000000,16000000,0.300,0.400,4095651.753,48239.282
ParallelUnions/squashing,1000000,16000000,0.300,0.400,4178245.681,375615.434
Adaptive/squashing,1000000,16000000,0.300,0.400,4109266.208,82796.804
AdaptiveLocks/squashing,1000000,16000000,0.300,0.400,4033018.855,88083.392
LazyUnions/squashing,1000000,16000000,0.300,0.400,4157418.087,62574.878
Usual,1000000,64000000,0.300,0.400,4631257.527,84366.401
SeveralDSU,1000000,64000000,0.300,0.400,4663581.542,33406.893
ParallelUnions/halfing,1000000,64000000,0.300,0.400,4853241.366,37916.601
Adaptive/halfing,1000000,64000000,0.300,0.400,4346017.211,46728.695
AdaptiveLocks/halfing,1000000,64000000,0.300,0.400,4376560.930,31343.204
LazyUnions/halfing,1000000,64000000,0.300,0.400,4455673.323,47163.785
ParallelUnions/squashing,1000000,64000000,0.300,0.400,4786309.190,113434.537
Adaptive/squashing,1000000,64000000,0.300,0.400,4405921.220,37479.326
AdaptiveLocks/squashing,1000000,64000000,0.300,0.400,4392760.659,32812.406
LazyUnions/squashing,1000000,64000000,0.300,0.400,4454134.438,40870.250
Usual,1000000,4000000,0.500,0.400,1829406.497,83893.209
SeveralDSU,1000000,4000000,0.500,0.400,2404305.260,131109.410
ParallelUnions/halfing,1000000,4000000,0.500,0.400,2988670.542,171038.456
Adaptive/halfing,1000000,4000000,0.500,0.400,3015981.579,103815.259
AdaptiveLocks/halfing,1000000,4000000,0.500,0.400,2908377.626,96736.624
LazyUnions/halfing,1000000,4000000,0.500,0.400,3092103.993,95239.122
ParallelUnions/squashing,1000000,4000000,0.500,0.400,2458057.257,364553.288
Adaptive/squashing,1000000,4000000,0.500,0.400,2962880.077,161140.416
AdaptiveLocks/squashing,1000000,4000000,0.500,0.400,2817226.461,123400.536
LazyUnions/squashing,1000000,4000000,0.500,0.400,3104132.401,120216.624
Usual,1000000,16000000,0.500,0.400,4074730.585,42620.669
SeveralDSU,1000000,16000000,0.500,0.400,4010059.285,33747.070
ParallelUnions/halfing,1000000,16000000,0.500,0.400,4401603.801,94548.939
Adaptive/halfing,1000000,16000000,0.500,0.400,4008527.073,51011.706
AdaptiveLocks/halfing,1000000,16000000,0.500,0.400,3970938.099,50538.198
LazyUnions/halfing,1000000,16000000,0.500,0.400,4067460.715,54194.005
ParallelUnions/squashing,1000000,16000000,0.500,0.400,4250375.820,208329.979
Adaptive/squashing,1000000,16000000,0.500,0.400,4051225.549,53441.913
AdaptiveLocks/squashing,1000000,16000000,0.500,0.400,3993846.380,60924.342
LazyUnions/squashing,1000000,16000000,0.500,0.400,4081329.203,62762.962
Usual,1000000,64000000,0.500,0.400,4420067.996,37467.741
SeveralDSU,1000000,64000000,0.500,0.400,4595103.845,32707.755
ParallelUnions/halfing,1000000,64000000,0.500,0.400,4879188.150,22373.161
Adaptive/halfing,1000000,64000000,0.500,0.400,4383535.445,24137.099
AdaptiveLocks/halfing,1000000,64000000,0.500,0.400,4329643.417,24355.841
LazyUnions/halfing,1000000,64000000,0.500,0.400,4366795.372,43884.347
ParallelUnions/squashing,1000000,64000000,0.500,0.400,4722641.487,35422.356
Adaptive/squashing,1000000,64000000,0.500,0.400,4370320.685,23873.302
AdaptiveLocks/squashing,1000000,64000000,0.500,0.400,4316135.073,25236.309
LazyUnions/squashing,1000000,64000000,0.500,0.400,4426033.018,41241.355
