DSU,Stage,N,E,ipf,ssf,shuffle,Score,Score Error
Adaptive3/halfing:this_node_read,2,1000000,400,0.02,0.9999,true,12709363.333,100624.672
Adaptive3/halfing:cross_node_write,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/halfing:this_node_read_success,2,1000000,400,0.02,0.9999,true,10587593.333,95694.583
Adaptive3/halfing:this_node_write,2,1000000,400,0.02,0.9999,true,86620.000,2128.917
Adaptive3/halfing:global_data_read_write,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/halfing:same_set_requests_true,2,1000000,400,0.02,0.9999,true,3999616.500,4.930
Adaptive3/halfing:same_set_requests_false,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/halfing:union_requests,2,1000000,400,0.02,0.9999,true,383.500,4.930
Adaptive2/squashing,0,1000000,16000000,0.02,0,true,1151793.382,496136.053
Adaptive2/squashing:cross_node_read,0,1000000,16000000,0.02,0,true,36850099.667,12907331.133
Adaptive2/squashing:this_node_read,0,1000000,16000000,0.02,0,true,178168483.167,32347529.119
Adaptive2/squashing:cross_node_write,0,1000000,16000000,0.02,0,true,17159.833,302.049
Adaptive2/squashing:this_node_read_success,0,1000000,16000000,0.02,0,true,26968415.667,16038475.979
Adaptive2/squashing:this_node_write,0,1000000,16000000,0.02,0,true,983064.333,289.738
Adaptive2/squashing:global_data_read_write,0,1000000,16000000,0.02,0,true,0.000,0.000
Adaptive2/squashing:same_set_requests_true,0,1000000,16000000,0.02,0,true,0.000,0.000
Adaptive2/squashing:same_set_requests_false,0,1000000,16000000,0.02,0,true,0.000,0.000
Adaptive2/squashing:union_requests,0,1000000,16000000,0.02,0,true,16000000.000,0.000
Adaptive2/squashing,1,1000000,400,0.02,0.9999,true,1284510.839,584875.687
Adaptive2/squashing:cross_node_read,1,1000000,400,0.02,0.9999,true,9189178.833,4048607.439
Adaptive2/squashing:this_node_read,1,1000000,400,0.02,0.9999,true,41409312.667,9521048.717
Adaptive2/squashing:cross_node_write,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/squashing:this_node_read_success,1,1000000,400,0.02,0.9999,true,6757131.500,5282699.534
Adaptive2/squashing:this_node_write,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/squashing:global_data_read_write,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/squashing:same_set_requests_true,1,1000000,400,0.02,0.9999,true,3493350.500,98811.364
Adaptive2/squashing:same_set_requests_false,1,1000000,400,0.02,0.9999,true,506250.000,98825.297
Adaptive2/squashing:union_requests,1,1000000,400,0.02,0.9999,true,399.500,16.979
Adaptive2/squashing,2,1000000,400,0.02,0.9999,true,1615440.810,342928.645
Adaptive2/squashing:cross_node_read,2,1000000,400,0.02,0.9999,true,1738510.000,995965.646
Adaptive2/squashing:this_node_read,2,1000000,400,0.02,0.9999,true,18321814.667,292896.081
Adaptive2/squashing:cross_node_write,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/squashing:this_node_read_success,2,1000000,400,0.02,0.9999,true,230877.000,35284.880
Adaptive2/squashing:this_node_write,2,1000000,400,0.02,0.9999,true,1004627.667,120978.461
Adaptive2/squashing:global_data_read_write,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive2/squashing:same_set_requests_true,2,1000000,400,0.02,0.9999,true,3926224.000,23771.803
Adaptive2/squashing:same_set_requests_false,2,1000000,400,0.02,0.9999,true,73392.500,23775.774
Adaptive2/squashing:union_requests,2,1000000,400,0.02,0.9999,true,383.500,4.930
Adaptive3/squashing,0,1000000,16000000,0.02,0,true,1146047.210,563041.143
Adaptive3/squashing:cross_node_read,0,1000000,16000000,0.02,0,true,38909673.000,15064437.778
Adaptive3/squashing:this_node_read,0,1000000,16000000,0.02,0,true,180732444.000,39096365.165
Adaptive3/squashing:cross_node_write,0,1000000,16000000,0.02,0,true,17141.500,275.210
Adaptive3/squashing:this_node_read_success,0,1000000,16000000,0.02,0,true,27384576.833,20665375.485
Adaptive3/squashing:this_node_write,0,1000000,16000000,0.02,0,true,983077.500,250.587
Adaptive3/squashing:global_data_read_write,0,1000000,16000000,0.02,0,true,0.000,0.000
Adaptive3/squashing:same_set_requests_true,0,1000000,16000000,0.02,0,true,0.000,0.000
Adaptive3/squashing:same_set_requests_false,0,1000000,16000000,0.02,0,true,0.000,0.000
Adaptive3/squashing:union_requests,0,1000000,16000000,0.02,0,true,16000000.000,0.000
Adaptive3/squashing,1,1000000,400,0.02,0.9999,true,769073.372,240742.955
Adaptive3/squashing:cross_node_read,1,1000000,400,0.02,0.9999,true,2292038.333,252730.837
Adaptive3/squashing:this_node_read,1,1000000,400,0.02,0.9999,true,15898984.167,547434.857
Adaptive3/squashing:cross_node_write,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/squashing:this_node_read_success,1,1000000,400,0.02,0.9999,true,13605099.500,493057.017
Adaptive3/squashing:this_node_write,1,1000000,400,0.02,0.9999,true,1105556.500,158237.022
Adaptive3/squashing:global_data_read_write,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/squashing:same_set_requests_true,1,1000000,400,0.02,0.9999,true,3999600.500,16.979
Adaptive3/squashing:same_set_requests_false,1,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/squashing:union_requests,1,1000000,400,0.02,0.9999,true,399.500,16.979
Adaptive3/squashing,2,1000000,400,0.02,0.9999,true,1033045.234,398392.908
Adaptive3/squashing:cross_node_read,2,1000000,400,0.02,0.9999,true,2113564.667,49031.440
Adaptive3/squashing:this_node_read,2,1000000,400,0.02,0.9999,true,12724048.167,83675.253
Adaptive3/squashing:cross_node_write,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/squashing:this_node_read_success,2,1000000,400,0.02,0.9999,true,10608842.000,76388.980
Adaptive3/squashing:this_node_write,2,1000000,400,0.02,0.9999,true,79850.833,5944.084
Adaptive3/squashing:global_data_read_write,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/squashing:same_set_requests_true,2,1000000,400,0.02,0.9999,true,3999616.500,4.930
Adaptive3/squashing:same_set_requests_false,2,1000000,400,0.02,0.9999,true,0.000,0.000
Adaptive3/squashing:union_requests,2,1000000,400,0.02,0.9999,true,383.500,4.930
Adaptive2/halfing,0,1000000,16000000,0.1,0,true,1437981.845,355076.392
Adaptive2/halfing:cross_node_read,0,1000000,16000000,0.1,0,true,28972350.333,3738941.398
Adaptive2/halfing:this_node_read,0,1000000,16000000,0.1,0,true,136462597.167,5596671.800
Adaptive2/halfing:cross_node_write,0,1000000,16000000,0.1,0,true,78272.667,342.981
Adaptive2/halfing:this_node_read_success,0,1000000,16000000,0.1,0,true,17917442.333,1096796.931
Adaptive2/halfing:this_node_write,0,1000000,16000000,0.1,0,true,921911.167,349.201
Adaptive2/halfing:global_data_read_write,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive2/halfing:same_set_requests_true,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive2/halfing:same_set_requests_false,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive2/halfing:union_requests,0,1000000,16000000,0.1,0,true,16000000.000,0.000
Adaptive2/halfing,1,1000000,400,0.1,0.9999,true,1833483.637,414879.375
Adaptive2/halfing:cross_node_read,1,1000000,400,0.1,0.9999,true,6855210.667,808675.916
Adaptive2/halfing:this_node_read,1,1000000,400,0.1,0.9999,true,28958980.833,1113999.255
Adaptive2/halfing:cross_node_write,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/halfing:this_node_read_success,1,1000000,400,0.1,0.9999,true,2746728.667,274957.848
Adaptive2/halfing:this_node_write,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/halfing:global_data_read_write,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/halfing:same_set_requests_true,1,1000000,400,0.1,0.9999,true,3321736.167,60703.302
Adaptive2/halfing:same_set_requests_false,1,1000000,400,0.1,0.9999,true,677857.833,60701.540
Adaptive2/halfing:union_requests,1,1000000,400,0.1,0.9999,true,406.000,2.191
Adaptive2/halfing,2,1000000,400,0.1,0.9999,true,1983155.066,298005.596
Adaptive2/halfing:cross_node_read,2,1000000,400,0.1,0.9999,true,2661407.833,35738.231
Adaptive2/halfing:this_node_read,2,1000000,400,0.1,0.9999,true,17675047.833,56997.870
Adaptive2/halfing:cross_node_write,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/halfing:this_node_read_success,2,1000000,400,0.1,0.9999,true,551289.333,22958.889
Adaptive2/halfing:this_node_write,2,1000000,400,0.1,0.9999,true,734824.333,17853.039
Adaptive2/halfing:global_data_read_write,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/halfing:same_set_requests_true,2,1000000,400,0.1,0.9999,true,3844205.000,5890.793
Adaptive2/halfing:same_set_requests_false,2,1000000,400,0.1,0.9999,true,155406.000,5885.593
Adaptive2/halfing:union_requests,2,1000000,400,0.1,0.9999,true,389.000,6.573
Adaptive3/halfing,0,1000000,16000000,0.1,0,true,1247203.676,423667.744
Adaptive3/halfing:cross_node_read,0,1000000,16000000,0.1,0,true,30653900.667,4124367.677
Adaptive3/halfing:this_node_read,0,1000000,16000000,0.1,0,true,143109994.500,10365113.840
Adaptive3/halfing:cross_node_write,0,1000000,16000000,0.1,0,true,77856.833,500.009
Adaptive3/halfing:this_node_read_success,0,1000000,16000000,0.1,0,true,21182865.333,4014887.878
Adaptive3/halfing:this_node_write,0,1000000,16000000,0.1,0,true,922335.000,493.474
Adaptive3/halfing:global_data_read_write,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive3/halfing:same_set_requests_true,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive3/halfing:same_set_requests_false,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive3/halfing:union_requests,0,1000000,16000000,0.1,0,true,16000000.000,0.000
Adaptive3/halfing,1,1000000,400,0.1,0.9999,true,853741.777,209024.885
Adaptive3/halfing:cross_node_read,1,1000000,400,0.1,0.9999,true,2986385.167,20303.446
Adaptive3/halfing:this_node_read,1,1000000,400,0.1,0.9999,true,15280684.667,119689.218
Adaptive3/halfing:cross_node_write,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/halfing:this_node_read_success,1,1000000,400,0.1,0.9999,true,12292488.000,103246.563
Adaptive3/halfing:this_node_write,1,1000000,400,0.1,0.9999,true,1011618.833,40414.829
Adaptive3/halfing:global_data_read_write,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/halfing:same_set_requests_true,1,1000000,400,0.1,0.9999,true,3999594.000,2.191
Adaptive3/halfing:same_set_requests_false,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/halfing:union_requests,1,1000000,400,0.1,0.9999,true,406.000,2.191
Adaptive3/halfing,2,1000000,400,0.1,0.9999,true,1100785.702,390079.758
Adaptive3/halfing:cross_node_read,2,1000000,400,0.1,0.9999,true,2382095.167,5863.143
Adaptive3/halfing:this_node_read,2,1000000,400,0.1,0.9999,true,12686648.500,10974.189
Adaptive3/halfing:cross_node_write,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/halfing:this_node_read_success,2,1000000,400,0.1,0.9999,true,10302961.000,7993.785
Adaptive3/halfing:this_node_write,2,1000000,400,0.1,0.9999,true,157681.167,3230.879
Adaptive3/halfing:global_data_read_write,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/halfing:same_set_requests_true,2,1000000,400,0.1,0.9999,true,3999611.000,6.573
Adaptive3/halfing:same_set_requests_false,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/halfing:union_requests,2,1000000,400,0.1,0.9999,true,389.000,6.573
Adaptive2/squashing,0,1000000,16000000,0.1,0,true,1320099.092,343677.904
Adaptive2/squashing:cross_node_read,0,1000000,16000000,0.1,0,true,23887626.333,1581632.670
Adaptive2/squashing:this_node_read,0,1000000,16000000,0.1,0,true,127645810.500,3382883.994
Adaptive2/squashing:cross_node_write,0,1000000,16000000,0.1,0,true,77629.167,149.975
Adaptive2/squashing:this_node_read_success,0,1000000,16000000,0.1,0,true,15090150.333,1171313.523
Adaptive2/squashing:this_node_write,0,1000000,16000000,0.1,0,true,922560.000,144.972
Adaptive2/squashing:global_data_read_write,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive2/squashing:same_set_requests_true,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive2/squashing:same_set_requests_false,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive2/squashing:union_requests,0,1000000,16000000,0.1,0,true,16000000.000,0.000
Adaptive2/squashing,1,1000000,400,0.1,0.9999,true,1626772.932,405284.240
Adaptive2/squashing:cross_node_read,1,1000000,400,0.1,0.9999,true,5646837.500,365080.821
Adaptive2/squashing:this_node_read,1,1000000,400,0.1,0.9999,true,27268805.667,734971.653
Adaptive2/squashing:cross_node_write,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/squashing:this_node_read_success,1,1000000,400,0.1,0.9999,true,2113873.833,221937.501
Adaptive2/squashing:this_node_write,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/squashing:global_data_read_write,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/squashing:same_set_requests_true,1,1000000,400,0.1,0.9999,true,3417270.000,34161.674
Adaptive2/squashing:same_set_requests_false,1,1000000,400,0.1,0.9999,true,582324.000,34160.989
Adaptive2/squashing:union_requests,1,1000000,400,0.1,0.9999,true,406.000,2.191
Adaptive2/squashing,2,1000000,400,0.1,0.9999,true,1844999.359,406263.648
Adaptive2/squashing:cross_node_read,2,1000000,400,0.1,0.9999,true,2601157.667,30121.806
Adaptive2/squashing:this_node_read,2,1000000,400,0.1,0.9999,true,17845127.000,8599.101
Adaptive2/squashing:cross_node_write,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/squashing:this_node_read_success,2,1000000,400,0.1,0.9999,true,475315.000,9419.562
Adaptive2/squashing:this_node_write,2,1000000,400,0.1,0.9999,true,703453.333,3388.583
Adaptive2/squashing:global_data_read_write,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive2/squashing:same_set_requests_true,2,1000000,400,0.1,0.9999,true,3859593.500,2951.892
Adaptive2/squashing:same_set_requests_false,2,1000000,400,0.1,0.9999,true,140017.500,2952.384
Adaptive2/squashing:union_requests,2,1000000,400,0.1,0.9999,true,389.000,6.573
Adaptive3/squashing,0,1000000,16000000,0.1,0,true,1126164.609,347819.005
Adaptive3/squashing:cross_node_read,0,1000000,16000000,0.1,0,true,31789602.167,7662916.424
Adaptive3/squashing:this_node_read,0,1000000,16000000,0.1,0,true,143547363.167,14847031.544
Adaptive3/squashing:cross_node_write,0,1000000,16000000,0.1,0,true,77930.333,369.719
Adaptive3/squashing:this_node_read_success,0,1000000,16000000,0.1,0,true,22767766.833,6549892.766
Adaptive3/squashing:this_node_write,0,1000000,16000000,0.1,0,true,922253.667,360.771
Adaptive3/squashing:global_data_read_write,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive3/squashing:same_set_requests_true,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive3/squashing:same_set_requests_false,0,1000000,16000000,0.1,0,true,0.000,0.000
Adaptive3/squashing:union_requests,0,1000000,16000000,0.1,0,true,16000000.000,0.000
Adaptive3/squashing,1,1000000,400,0.1,0.9999,true,847122.154,244071.907
Adaptive3/squashing:cross_node_read,1,1000000,400,0.1,0.9999,true,2736429.500,20921.540
Adaptive3/squashing:this_node_read,1,1000000,400,0.1,0.9999,true,15253737.333,58400.815
Adaptive3/squashing:cross_node_write,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/squashing:this_node_read_success,1,1000000,400,0.1,0.9999,true,12515520.333,39516.332
Adaptive3/squashing:this_node_write,1,1000000,400,0.1,0.9999,true,972325.167,14171.311
Adaptive3/squashing:global_data_read_write,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/squashing:same_set_requests_true,1,1000000,400,0.1,0.9999,true,3999594.000,2.191
Adaptive3/squashing:same_set_requests_false,1,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/squashing:union_requests,1,1000000,400,0.1,0.9999,true,406.000,2.191
Adaptive3/squashing,2,1000000,400,0.1,0.9999,true,1059082.641,359653.761
Adaptive3/squashing:cross_node_read,2,1000000,400,0.1,0.9999,true,2354962.167,10119.808
Adaptive3/squashing:this_node_read,2,1000000,400,0.1,0.9999,true,12665501.333,4163.181
Adaptive3/squashing:cross_node_write,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/squashing:this_node_read_success,2,1000000,400,0.1,0.9999,true,10308921.000,5977.083
Adaptive3/squashing:this_node_write,2,1000000,400,0.1,0.9999,true,151836.667,5039.530
Adaptive3/squashing:global_data_read_write,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/squashing:same_set_requests_true,2,1000000,400,0.1,0.9999,true,3999611.000,6.573
Adaptive3/squashing:same_set_requests_false,2,1000000,400,0.1,0.9999,true,0.000,0.000
Adaptive3/squashing:union_requests,2,1000000,400,0.1,0.9999,true,389.000,6.573
ParallelUnions/halfing,0,1000000,16000000,0.02,0,true,2042446.111,410371.880
ParallelUnions/halfing:cross_node_read,0,1000000,16000000,0.02,0,true,126329069.500,18955782.931
ParallelUnions/halfing:this_node_read,0,1000000,16000000,0.02,0,true,0.000,0.000
ParallelUnions/halfing:cross_node_write,0,1000000,16000000,0.02,0,true,1999998.000,0.000
ParallelUnions/halfing:this_node_read_success,0,1000000,16000000,0.02,0,true,0.000,0.000
ParallelUnions/halfing:this_node_write,0,1000000,16000000,0.02,0,true,1999998.000,0.000
ParallelUnions/halfing:global_data_read_write,0,1000000,16000000,0.02,0,true,2001949.333,210.600
ParallelUnions/halfing:same_set_requests_true,0,1000000,16000000,0.02,0,true,0.000,0.000
ParallelUnions/halfing:same_set_requests_false,0,1000000,16000000,0.02,0,true,0.000,0.000
ParallelUnions/halfing:union_requests,0,1000000,16000000,0.02,0,true,16000000.000,0.000
ParallelUnions/halfing,1,1000000,400,0.02,0.9999,true,2263142.785,507882.385
ParallelUnions/halfing:cross_node_read,1,1000000,400,0.02,0.9999,true,32160131.833,5254363.917
ParallelUnions/halfing:this_node_read,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:cross_node_write,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_read_success,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_write,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:global_data_read_write,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:same_set_requests_true,1,1000000,400,0.02,0.9999,true,3999588.000,1.095
ParallelUnions/halfing:same_set_requests_false,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:union_requests,1,1000000,400,0.02,0.9999,true,412.000,1.095
ParallelUnions/halfing,2,1000000,400,0.02,0.9999,true,2563777.138,358497.756
ParallelUnions/halfing:cross_node_read,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_read,2,1000000,400,0.02,0.9999,true,5653199.000,815240.162
ParallelUnions/halfing:cross_node_write,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_read_success,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:this_node_write,2,1000000,400,0.02,0.9999,true,1142385.833,189598.847
ParallelUnions/halfing:global_data_read_write,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:same_set_requests_true,2,1000000,400,0.02,0.9999,true,3999576.000,4.382
ParallelUnions/halfing:same_set_requests_false,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/halfing:union_requests,2,1000000,400,0.02,0.9999,true,424.000,4.382
ParallelUnions/squashing,0,1000000,16000000,0.02,0,true,2229382.276,255560.380
ParallelUnions/squashing:cross_node_read,0,1000000,16000000,0.02,0,true,129275917.167,5264243.733
ParallelUnions/squashing:this_node_read,0,1000000,16000000,0.02,0,true,0.000,0.000
ParallelUnions/squashing:cross_node_write,0,1000000,16000000,0.02,0,true,1999998.000,0.000
ParallelUnions/squashing:this_node_read_success,0,1000000,16000000,0.02,0,true,0.000,0.000
ParallelUnions/squashing:this_node_write,0,1000000,16000000,0.02,0,true,1999998.000,0.000
ParallelUnions/squashing:global_data_read_write,0,1000000,16000000,0.02,0,true,2001794.667,96.626
ParallelUnions/squashing:same_set_requests_true,0,1000000,16000000,0.02,0,true,0.000,0.000
ParallelUnions/squashing:same_set_requests_false,0,1000000,16000000,0.02,0,true,0.000,0.000
ParallelUnions/squashing:union_requests,0,1000000,16000000,0.02,0,true,16000000.000,0.000
ParallelUnions/squashing,1,1000000,400,0.02,0.9999,true,2498910.826,336813.164
ParallelUnions/squashing:cross_node_read,1,1000000,400,0.02,0.9999,true,32819831.167,1375786.425
ParallelUnions/squashing:this_node_read,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:cross_node_write,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_read_success,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_write,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:global_data_read_write,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:same_set_requests_true,1,1000000,400,0.02,0.9999,true,3999588.000,1.095
ParallelUnions/squashing:same_set_requests_false,1,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:union_requests,1,1000000,400,0.02,0.9999,true,412.000,1.095
ParallelUnions/squashing,2,1000000,400,0.02,0.9999,true,2671031.984,317763.068
ParallelUnions/squashing:cross_node_read,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_read,2,1000000,400,0.02,0.9999,true,5168012.667,747101.511
ParallelUnions/squashing:cross_node_write,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_read_success,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:this_node_write,2,1000000,400,0.02,0.9999,true,1156977.667,191384.585
ParallelUnions/squashing:global_data_read_write,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:same_set_requests_true,2,1000000,400,0.02,0.9999,true,3999576.000,4.382
ParallelUnions/squashing:same_set_requests_false,2,1000000,400,0.02,0.9999,true,0.000,0.000
ParallelUnions/squashing:union_requests,2,1000000,400,0.02,0.9999,true,424.000,4.382
ParallelUnions/halfing,0,1000000,16000000,0.1,0,true,2182256.290,385759.493
ParallelUnions/halfing:cross_node_read,0,1000000,16000000,0.1,0,true,109179321.333,2960887.860
