DSU,N,E,interpairFraction,sameSetFraction,Score,Score Error
ParallelUnions/squashing,1000000,16000000,0.100,0.200,4008197.003,216948.737
Adaptive/squashing,1000000,16000000,0.100,0.200,3727853.116,325662.340
AdaptiveLocks/squashing,1000000,16000000,0.100,0.200,3954201.686,111673.576
Usual,1000000,64000000,0.100,0.200,4170862.434,74289.160
SeveralDSU,1000000,64000000,0.100,0.200,4340883.811,65230.209
ParallelUnions/halfing,1000000,64000000,0.100,0.200,4453163.835,67689.672
Adaptive/halfing,1000000,64000000,0.100,0.200,4321747.436,109930.793
AdaptiveLocks/halfing,1000000,64000000,0.100,0.200,4330390.879,57788.642
ParallelUnions/squashing,1000000,64000000,0.100,0.200,4488732.436,74261.485
Adaptive/squashing,1000000,64000000,0.100,0.200,4238992.565,82326.361
AdaptiveLocks/squashing,1000000,64000000,0.100,0.200,4299785.216,63789.925
Usual,1000000,4000000,0.300,0.200,1565494.708,94262.832
SeveralDSU,1000000,4000000,0.300,0.200,1989498.591,50801.952
ParallelUnions/halfing,1000000,4000000,0.300,0.200,2690751.762,63942.186
Adaptive/halfing,1000000,4000000,0.300,0.200,2423910.978,131778.500
AdaptiveLocks/halfing,1000000,4000000,0.300,0.200,2902453.375,61632.810
ParallelUnions/squashing,1000000,4000000,0.300,0.200,2206726.793,280674.855
Adaptive/squashing,1000000,4000000,0.300,0.200,1604960.319,220758.773
AdaptiveLocks/squashing,1000000,4000000,0.300,0.200,2716590.132,237773.409
Usual,1000000,16000000,0.300,0.200,3498167.587,129984.922
SeveralDSU,1000000,16000000,0.300,0.200,3741007.960,65981.317
ParallelUnions/halfing,1000000,16000000,0.300,0.200,4053662.641,61723.010
Adaptive/halfing,1000000,16000000,0.300,0.200,3911988.656,130611.478
AdaptiveLocks/halfing,1000000,16000000,0.300,0.200,3974164.368,58346.524
ParallelUnions/squashing,1000000,16000000,0.300,0.200,4097083.389,58910.329
Adaptive/squashing,1000000,16000000,0.300,0.200,3901602.935,98969.879
AdaptiveLocks/squashing,1000000,16000000,0.300,0.200,3992256.341,56458.174
Usual,1000000,64000000,0.300,0.200,4299679.951,64331.903
SeveralDSU,1000000,64000000,0.300,0.200,4269632.988,66461.752
ParallelUnions/halfing,1000000,64000000,0.300,0.200,4370409.668,63831.049
Adaptive/halfing,1000000,64000000,0.300,0.200,4190271.152,116164.788
AdaptiveLocks/halfing,1000000,64000000,0.300,0.200,4249147.664,62599.099
ParallelUnions/squashing,1000000,64000000,0.300,0.200,4302478.461,67469.388
Adaptive/squashing,1000000,64000000,0.300,0.200,3963617.324,117463.595
AdaptiveLocks/squashing,1000000,64000000,0.300,0.200,4185024.961,64011.634
Usual,1000000,4000000,0.500,0.200,1578699.419,144153.341
SeveralDSU,1000000,4000000,0.500,0.200,2108735.988,118413.136
ParallelUnions/halfing,1000000,4000000,0.500,0.200,2935840.191,54825.879
Adaptive/halfing,1000000,4000000,0.500,0.200,2950680.073,194142.433
AdaptiveLocks/halfing,1000000,4000000,0.500,0.200,3030374.512,66170.449
ParallelUnions/squashing,1000000,4000000,0.500,0.200,2967645.096,66939.080
Adaptive/squashing,1000000,4000000,0.500,0.200,2950761.010,194771.887
AdaptiveLocks/squashing,1000000,4000000,0.500,0.200,3019068.016,59824.494
Usual,1000000,16000000,0.500,0.200,3282200.643,303566.094
SeveralDSU,1000000,16000000,0.500,0.200,3696824.285,110745.375
ParallelUnions/halfing,1000000,16000000,0.500,0.200,3805887.055,59507.232
Adaptive/halfing,1000000,16000000,0.500,0.200,3684835.988,131732.218
AdaptiveLocks/halfing,1000000,16000000,0.500,0.200,3843085.871,54225.692
ParallelUnions/squashing,1000000,16000000,0.500,0.200,3402262.819,124707.741
Adaptive/squashing,1000000,16000000,0.500,0.200,3321508.651,162201.389
AdaptiveLocks/squashing,1000000,16000000,0.500,0.200,3653164.656,70958.803
Usual,1000000,64000000,0.500,0.200,4264602.336,70974.821
SeveralDSU,1000000,64000000,0.500,0.200,4285721.393,58123.275
ParallelUnions/halfing,1000000,64000000,0.500,0.200,4417396.217,63492.591
Adaptive/halfing,1000000,64000000,0.500,0.200,4203099.223,109005.539
AdaptiveLocks/halfing,1000000,64000000,0.500,0.200,4247116.535,62212.439
ParallelUnions/squashing,1000000,64000000,0.500,0.200,4397929.905,85575.542
Adaptive/squashing,1000000,64000000,0.500,0.200,4033650.349,142865.562
AdaptiveLocks/squashing,1000000,64000000,0.500,0.200,4246994.522,60813.744
Usual,1000000,4000000,0.100,0.300,2476530.255,70929.389
SeveralDSU,1000000,4000000,0.100,0.300,2366721.310,69453.368
ParallelUnions/halfing,1000000,4000000,0.100,0.300,3152409.314,191257.188
Adaptive/halfing,1000000,4000000,0.100,0.300,3170152.465,248574.156
AdaptiveLocks/halfing,1000000,4000000,0.100,0.300,3168451.207,135535.709
ParallelUnions/squashing,1000000,4000000,0.100,0.300,2955409.889,483624.096
Adaptive/squashing,1000000,4000000,0.100,0.300,3068284.988,328788.116
AdaptiveLocks/squashing,1000000,4000000,0.100,0.300,3214523.624,162795.299
Usual,1000000,16000000,0.100,0.300,3520963.544,97963.553
SeveralDSU,1000000,16000000,0.100,0.300,3742417.185,72366.911
ParallelUnions/halfing,1000000,16000000,0.100,0.300,4112124.967,90915.446
Adaptive/halfing,1000000,16000000,0.100,0.300,3987260.366,136500.870
AdaptiveLocks/halfing,1000000,16000000,0.100,0.300,4016320.986,64638.000
ParallelUnions/squashing,1000000,16000000,0.100,0.300,4078791.441,123860.076
Adaptive/squashing,1000000,16000000,0.100,0.300,3886073.499,131073.202
AdaptiveLocks/squashing,1000000,16000000,0.100,0.300,3967820.176,90924.096
Usual,1000000,64000000,0.100,0.300,4318793.017,80349.718
SeveralDSU,1000000,64000000,0.100,0.300,4332505.143,69902.481
ParallelUnions/halfing,1000000,64000000,0.100,0.300,4456656.168,66997.237
Adaptive/halfing,1000000,64000000,0.100,0.300,4298613.116,108147.993
AdaptiveLocks/halfing,1000000,64000000,0.100,0.300,4309264.733,57755.690
ParallelUnions/squashing,1000000,64000000,0.100,0.300,4475082.863,71443.162
Adaptive/squashing,1000000,64000000,0.100,0.300,4213951.053,74948.809
AdaptiveLocks/squashing,1000000,64000000,0.100,0.300,4256413.964,59111.173
Usual,1000000,4000000,0.300,0.300,2317832.243,96402.669
SeveralDSU,1000000,4000000,0.300,0.300,2383900.767,77151.640
ParallelUnions/halfing,1000000,4000000,0.300,0.300,2748524.964,44472.856
Adaptive/halfing,1000000,4000000,0.300,0.300,2573694.674,121974.445
AdaptiveLocks/halfing,1000000,4000000,0.300,0.300,2902237.113,61416.117
ParallelUnions/squashing,1000000,4000000,0.300,0.300,2315853.169,105792.645
Adaptive/squashing,1000000,4000000,0.300,0.300,1880466.723,82907.354
AdaptiveLocks/squashing,1000000,4000000,0.300,0.300,2701850.126,108442.203
Usual,1000000,16000000,0.300,0.300,3273040.835,145180.005
SeveralDSU,1000000,16000000,0.300,0.300,3682393.684,68353.167
ParallelUnions/halfing,1000000,16000000,0.300,0.300,3999496.280,65481.401
Adaptive/halfing,1000000,16000000,0.300,0.300,3884032.345,147365.670
AdaptiveLocks/halfing,1000000,16000000,0.300,0.300,3911184.474,67702.658
ParallelUnions/squashing,1000000,16000000,0.300,0.300,3892135.746,65313.067
Adaptive/squashing,1000000,16000000,0.300,0.300,3607592.497,115950.906
AdaptiveLocks/squashing,1000000,16000000,0.300,0.300,3892869.551,82412.800
Usual,1000000,64000000,0.300,0.300,4325900.965,57307.547
SeveralDSU,1000000,64000000,0.300,0.300,4277115.887,56730.423
ParallelUnions/halfing,1000000,64000000,0.300,0.300,4386775.590,59698.590
Adaptive/halfing,1000000,64000000,0.300,0.300,4188912.895,99644.578
AdaptiveLocks/halfing,1000000,64000000,0.300,0.300,4249436.056,56079.902
ParallelUnions/squashing,1000000,64000000,0.300,0.300,4301223.370,64592.243
Adaptive/squashing,1000000,64000000,0.300,0.300,3952887.465,101958.445
AdaptiveLocks/squashing,1000000,64000000,0.300,0.300,4189687.693,56459.957
Usual,1000000,4000000,0.500,0.300,2146906.168,302417.488
SeveralDSU,1000000,4000000,0.500,0.300,2524160.604,103936.419
ParallelUnions/halfing,1000000,4000000,0.500,0.300,2876618.108,113483.544
Adaptive/halfing,1000000,4000000,0.500,0.300,2760193.837,207414.787
AdaptiveLocks/halfing,1000000,4000000,0.500,0.300,2987667.555,78385.658
ParallelUnions/squashing,1000000,4000000,0.500,0.300,2490344.413,269976.224
Adaptive/squashing,1000000,4000000,0.500,0.300,2301873.439,563716.044
AdaptiveLocks/squashing,1000000,4000000,0.500,0.300,2870140.480,86078.340
Usual,1000000,16000000,0.500,0.300,3628577.206,96281.659
SeveralDSU,1000000,16000000,0.500,0.300,3817300.691,71108.829
ParallelUnions/halfing,1000000,16000000,0.500,0.300,3919265.462,85641.441
Adaptive/halfing,1000000,16000000,0.500,0.300,3770370.188,173044.567
AdaptiveLocks/halfing,1000000,16000000,0.500,0.300,3906617.259,63188.093
ParallelUnions/squashing,1000000,16000000,0.500,0.300,3763840.647,211303.690
Adaptive/squashing,1000000,16000000,0.500,0.300,3466690.999,224860.812
AdaptiveLocks/squashing,1000000,16000000,0.500,0.300,3773020.115,121663.252
Usual,1000000,64000000,0.500,0.300,4208157.135,136568.756
SeveralDSU,1000000,64000000,0.500,0.300,4308323.134,73396.347
ParallelUnions/halfing,1000000,64000000,0.500,0.300,4390760.095,57717.083
Adaptive/halfing,1000000,64000000,0.500,0.300,4195463.694,110267.995
AdaptiveLocks/halfing,1000000,64000000,0.500,0.300,4243103.401,58737.972
ParallelUnions/squashing,1000000,64000000,0.500,0.300,4317520.562,82652.870
Adaptive/squashing,1000000,64000000,0.500,0.300,3987941.570,129851.875
AdaptiveLocks/squashing,1000000,64000000,0.500,0.300,4154244.974,61584.344
Usual,1000000,4000000,0.100,0.400,2222300.327,244568.644
SeveralDSU,1000000,4000000,0.100,0.400,2443744.676,57530.017
ParallelUnions/halfing,1000000,4000000,0.100,0.400,3168482.885,115775.320
Adaptive/halfing,1000000,4000000,0.100,0.400,3239532.178,202340.421
AdaptiveLocks/halfing,1000000,4000000,0.100,0.400,3253266.801,111117.737
ParallelUnions/squashing,1000000,4000000,0.100,0.400,3051663.728,243894.642
Adaptive/squashing,1000000,4000000,0.100,0.400,3038978.134,201189.297
AdaptiveLocks/squashing,1000000,4000000,0.100,0.400,3200088.928,155916.770
Usual,1000000,16000000,0.100,0.400,3893774.975,64313.574
SeveralDSU,1000000,16000000,0.100,0.400,3926833.096,47582.231
ParallelUnions/halfing,1000000,16000000,0.100,0.400,4129228.094,92226.559
Adaptive/halfing,1000000,16000000,0.100,0.400,4032052.065,134301.335
AdaptiveLocks/halfing,1000000,16000000,0.100,0.400,4019170.214,71787.650
ParallelUnions/squashing,1000000,16000000,0.100,0.400,4044168.306,145368.588
Adaptive/squashing,1000000,16000000,0.100,0.400,3948676.113,140362.369
AdaptiveLocks/squashing,1000000,16000000,0.100,0.400,3959733.008,122146.896
Usual,1000000,64000000,0.100,0.400,4362240.531,46063.310
SeveralDSU,1000000,64000000,0.100,0.400,4345629.214,53358.666
ParallelUnions/halfing,1000000,64000000,0.100,0.400,4483403.234,57726.501
Adaptive/halfing,1000000,64000000,0.100,0.400,4304317.776,105013.223
AdaptiveLocks/halfing,1000000,64000000,0.100,0.400,4303616.035,44971.124
ParallelUnions/squashing,1000000,64000000,0.100,0.400,4528719.546,55799.510
Adaptive/squashing,1000000,64000000,0.100,0.400,4235658.083,59477.246
AdaptiveLocks/squashing,1000000,64000000,0.100,0.400,4274152.536,48425.479
Usual,1000000,4000000,0.300,0.400,2367438.974,66242.862
SeveralDSU,1000000,4000000,0.300,0.400,2389430.145,56282.270
ParallelUnions/halfing,1000000,4000000,0.300,0.400,3062000.148,156958.526
Adaptive/halfing,1000000,4000000,0.300,0.400,3056455.077,230148.817
AdaptiveLocks/halfing,1000000,4000000,0.300,0.400,3169485.749,100294.502
ParallelUnions/squashing,1000000,4000000,0.300,0.400,2946219.536,263337.207
Adaptive/squashing,1000000,4000000,0.300,0.400,2853545.181,409900.195
AdaptiveLocks/squashing,1000000,4000000,0.300,0.400,3058423.413,210012.470
Usual,1000000,16000000,0.300,0.400,3603851.809,209281.669
SeveralDSU,1000000,16000000,0.300,0.400,3806353.296,132167.938
ParallelUnions/halfing,1000000,16000000,0.300,0.400,4036113.402,106550.745
Adaptive/halfing,1000000,16000000,0.300,0.400,3882214.775,150987.406
AdaptiveLocks/halfing,1000000,16000000,0.300,0.400,3947547.436,74852.585
ParallelUnions/squashing,1000000,16000000,0.300,0.400,3914005.411,220809.849
Adaptive/squashing,1000000,16000000,0.300,0.400,3523624.254,345958.876
AdaptiveLocks/squashing,1000000,16000000,0.300,0.400,3888944.046,91627.129
Usual,1000000,64000000,0.300,0.400,4248859.083,72406.950
SeveralDSU,1000000,64000000,0.300,0.400,4363879.689,46407.940
ParallelUnions/halfing,1000000,64000000,0.300,0.400,4421443.534,52234.832
Adaptive/halfing,1000000,64000000,0.300,0.400,4250597.652,108375.233
AdaptiveLocks/halfing,1000000,64000000,0.300,0.400,4243854.717,47988.600
ParallelUnions/squashing,1000000,64000000,0.300,0.400,4402845.217,86370.459
Adaptive/squashing,1000000,64000000,0.300,0.400,4134641.137,85229.972
AdaptiveLocks/squashing,1000000,64000000,0.300,0.400,4200074.632,63920.905
Usual,1000000,4000000,0.500,0.400,2398612.642,174204.161
SeveralDSU,1000000,4000000,0.500,0.400,2567752.773,157015.507
ParallelUnions/halfing,1000000,4000000,0.500,0.400,2781248.171,49407.771
Adaptive/halfing,1000000,4000000,0.500,0.400,2601118.987,146609.043
AdaptiveLocks/halfing,1000000,4000000,0.500,0.400,2894770.629,69734.747
ParallelUnions/squashing,1000000,4000000,0.500,0.400,2119040.323,191247.544
Adaptive/squashing,1000000,4000000,0.500,0.400,1761792.757,249255.446
AdaptiveLocks/squashing,1000000,4000000,0.500,0.400,2620194.603,101235.865
Usual,1000000,16000000,0.500,0.400,3521384.501,312048.978
SeveralDSU,1000000,16000000,0.500,0.400,3772624.893,157830.565
ParallelUnions/halfing,1000000,16000000,0.500,0.400,3971986.169,48812.519
Adaptive/halfing,1000000,16000000,0.500,0.400,3832178.118,133064.866
AdaptiveLocks/halfing,1000000,16000000,0.500,0.400,3911568.023,50101.381
ParallelUnions/squashing,1000000,16000000,0.500,0.400,3821063.194,72617.447
Adaptive/squashing,1000000,16000000,0.500,0.400,3502288.389,117962.088
AdaptiveLocks/squashing,1000000,16000000,0.500,0.400,3778226.707,65106.563
Usual,1000000,64000000,0.500,0.400,4347904.536,47914.266
SeveralDSU,1000000,64000000,0.500,0.400,4285328.443,52288.112
ParallelUnions/halfing,1000000,64000000,0.500,0.400,4390411.156,57213.873
Adaptive/halfing,1000000,64000000,0.500,0.400,4200953.591,103869.357
AdaptiveLocks/halfing,1000000,64000000,0.500,0.400,4229586.930,48379.915
ParallelUnions/squashing,1000000,64000000,0.500,0.400,4412528.633,56470.127
Adaptive/squashing,1000000,64000000,0.500,0.400,4129654.812,56610.871
AdaptiveLocks/squashing,1000000,64000000,0.500,0.400,4216280.898,50782.193
